"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName"
"Best Achievement in Makeup and Hairstyling",NA,"Love Larson, Eva Von Bahr","88-2016","tt2113681","The 100 Year-Old Man Who Climbed Out the Window and Disappeared","nm0901913","Eva Von Bahr",NA,NA
"Best Achievement in Makeup and Hairstyling",NA,"Sian Grigg, Duncan Jarman, Robert A. Pandini","88-2016","tt1663202","The Revenant","nm0341812","Sian Grigg",NA,NA
"Best Achievement in Makeup and Hairstyling",NA,"Sian Grigg, Duncan Jarman, Robert A. Pandini","88-2016","tt1663202","The Revenant","nm0418749","Duncan Jarman",NA,NA
"Best Achievement in Makeup and Hairstyling",NA,"Sian Grigg, Duncan Jarman, Robert A. Pandini","88-2016","tt1663202","The Revenant","nm0006453","Robert A. Pandini",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Song","Winner","Sam Smith, Jimmy Napes (as Jimmy Napes)","88-2016","tt2379713","Spectre","nm3094994","Sam Smith",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Song","Winner","Sam Smith, Jimmy Napes (as Jimmy Napes)","88-2016","tt2379713","Spectre","nm4438244","Jimmy Napes",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"The Weeknd (as Abel Tesfaye), Belly (as Ahmad Balshe), DaHeala, Stephan Moccio","88-2016","tt2322441","Fifty Shades of Grey","nm1070597","The Weeknd",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"The Weeknd (as Abel Tesfaye), Belly (as Ahmad Balshe), DaHeala, Stephan Moccio","88-2016","tt2322441","Fifty Shades of Grey","nm6803523","Belly",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"The Weeknd (as Abel Tesfaye), Belly (as Ahmad Balshe), DaHeala, Stephan Moccio","88-2016","tt2322441","Fifty Shades of Grey","nm7850935","DaHeala",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"The Weeknd (as Abel Tesfaye), Belly (as Ahmad Balshe), DaHeala, Stephan Moccio","88-2016","tt2322441","Fifty Shades of Grey","nm0595066","Stephan Moccio",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"J. Ralph (music), Anohni (lyrics)","88-2016","tt1618448","Racing Extinction","nm0707775","J. Ralph",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"J. Ralph (music), Anohni (lyrics)","88-2016","tt1618448","Racing Extinction","nm1359744","Anohni",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"Diane Warren, Lady Gaga","88-2016","tt4185572","The Hunting Ground","nm0005534","Diane Warren",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"Diane Warren, Lady Gaga","88-2016","tt4185572","The Hunting Ground","nm3078932","Lady Gaga",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"David Lang","88-2016","tt3312830","Youth","nm1012893","David Lang",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Score","Winner","Ennio Morricone","88-2016","tt3460252","The Hateful Eight","nm0001553","Ennio Morricone",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"Thomas Newman","88-2016","tt3682448","Bridge of Spies","nm0002353","Thomas Newman",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"Carter Burwell","88-2016","tt2402927","Carol","nm0001980","Carter Burwell",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"JÃ³hann JÃ³hannsson","88-2016","tt3397884","Sicario","nm0433580","JÃ³hann JÃ³hannsson",NA,NA
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"John Williams","88-2016","tt2488496","Star Wars: Episode VII - The Force Awakens","nm0002354","John Williams",NA,NA
"Best Achievement in Sound Mixing","Winner","Chris Jenkins, Gregg Rudloff, Ben Osmo","88-2016","tt1392190","Mad Max: Fury Road","nm0420804","Chris Jenkins",NA,NA
"Best Achievement in Sound Mixing","Winner","Chris Jenkins, Gregg Rudloff, Ben Osmo","88-2016","tt1392190","Mad Max: Fury Road","nm0748832","Gregg Rudloff",NA,NA
"Best Achievement in Sound Mixing","Winner","Chris Jenkins, Gregg Rudloff, Ben Osmo","88-2016","tt1392190","Mad Max: Fury Road","nm0652096","Ben Osmo",NA,NA
"Best Achievement in Sound Mixing",NA,"Andy Nelson, Gary Rydstrom, Drew Kunin","88-2016","tt3682448","Bridge of Spies","nm0625144","Andy Nelson",NA,NA
"Best Achievement in Sound Mixing",NA,"Andy Nelson, Gary Rydstrom, Drew Kunin","88-2016","tt3682448","Bridge of Spies","nm0003977","Gary Rydstrom",NA,NA
"Best Achievement in Sound Mixing",NA,"Andy Nelson, Gary Rydstrom, Drew Kunin","88-2016","tt3682448","Bridge of Spies","nm0475168","Drew Kunin",NA,NA
"Best Achievement in Sound Mixing",NA,"Andy Nelson, Christopher Scarabosio, Stuart Wilson","88-2016","tt2488496","Star Wars: Episode VII - The Force Awakens","nm0625144","Andy Nelson",NA,NA
"Best Achievement in Sound Mixing",NA,"Andy Nelson, Christopher Scarabosio, Stuart Wilson","88-2016","tt2488496","Star Wars: Episode VII - The Force Awakens","nm0769042","Christopher Scarabosio",NA,NA
"Best Achievement in Sound Mixing",NA,"Andy Nelson, Christopher Scarabosio, Stuart Wilson","88-2016","tt2488496","Star Wars: Episode VII - The Force Awakens","nm0934184","Stuart Wilson",NA,NA
"Best Achievement in Sound Mixing",NA,"Paul Massey, Mark Taylor, Mac Ruth","88-2016","tt3659388","The Martian","nm0557338","Paul Massey",NA,NA
"Best Achievement in Sound Mixing",NA,"Paul Massey, Mark Taylor, Mac Ruth","88-2016","tt3659388","The Martian","nm0852837","Mark Taylor",NA,NA
"Best Achievement in Sound Mixing",NA,"Paul Massey, Mark Taylor, Mac Ruth","88-2016","tt3659388","The Martian","nm0002314","Mac Ruth",NA,NA
"Best Achievement in Sound Mixing",NA,"Jon Taylor, Frank A. MontaÃ±o, Randy Thom, Chris Duesterdiek","88-2016","tt1663202","The Revenant","nm0852656","Jon Taylor",NA,NA
"Best Achievement in Sound Mixing",NA,"Jon Taylor, Frank A. MontaÃ±o, Randy Thom, Chris Duesterdiek","88-2016","tt1663202","The Revenant","nm0599057","Frank A. MontaÃ±o",NA,NA
"Best Achievement in Sound Mixing",NA,"Jon Taylor, Frank A. MontaÃ±o, Randy Thom, Chris Duesterdiek","88-2016","tt1663202","The Revenant","nm0858378","Randy Thom",NA,NA
"Best Achievement in Sound Mixing",NA,"Jon Taylor, Frank A. MontaÃ±o, Randy Thom, Chris Duesterdiek","88-2016","tt1663202","The Revenant","nm0240292","Chris Duesterdiek",NA,NA
"Best Achievement in Sound Editing","Winner","Mark A. Mangini, David White","88-2016","tt1392190","Mad Max: Fury Road","nm0005625","Mark A. Mangini",NA,NA
"Best Achievement in Sound Editing","Winner","Mark A. Mangini, David White","88-2016","tt1392190","Mad Max: Fury Road","nm0924674","David White",NA,NA
"Best Achievement in Sound Editing",NA,"Alan Robert Murray","88-2016","tt3397884","Sicario","nm0614812","Alan Robert Murray",NA,NA
"Best Achievement in Sound Editing",NA,"Matthew Wood, David Acord","88-2016","tt2488496","Star Wars: Episode VII - The Force Awakens","nm0003214","Matthew Wood",NA,NA
"Best Achievement in Sound Editing",NA,"Matthew Wood, David Acord","88-2016","tt2488496","Star Wars: Episode VII - The Force Awakens","nm0004198","David Acord",NA,NA
"Best Achievement in Sound Editing",NA,"Oliver Tarney","88-2016","tt3659388","The Martian","nm0850549","Oliver Tarney",NA,NA
"Best Achievement in Sound Editing",NA,"MartÃ­n HernÃ¡ndez, Lon Bender","88-2016","tt1663202","The Revenant","nm0380057","MartÃ­n HernÃ¡ndez",NA,NA
"Best Achievement in Sound Editing",NA,"MartÃ­n HernÃ¡ndez, Lon Bender","88-2016","tt1663202","The Revenant","nm0070489","Lon Bender",NA,NA
"Best Achievement in Visual Effects","Winner","Andrew Whitehurst, Paul Norris, Mark Williams Ardington, Sara Bennett","88-2016","tt0470752","Ex Machina","nm1443095","Andrew Whitehurst",NA,NA
"Best Achievement in Visual Effects","Winner","Andrew Whitehurst, Paul Norris, Mark Williams Ardington, Sara Bennett","88-2016","tt0470752","Ex Machina","nm0635878","Paul Norris",NA,NA
"Best Achievement in Visual Effects","Winner","Andrew Whitehurst, Paul Norris, Mark Williams Ardington, Sara Bennett","88-2016","tt0470752","Ex Machina","nm3251988","Mark Williams Ardington",NA,NA
"Best Achievement in Visual Effects","Winner","Andrew Whitehurst, Paul Norris, Mark Williams Ardington, Sara Bennett","88-2016","tt0470752","Ex Machina","nm1025904","Sara Bennett",NA,NA
"Best Achievement in Visual Effects",NA,"Andrew Jackson, Tom Wood, Dan Oliver, Andy Williams","88-2016","tt1392190","Mad Max: Fury Road","nm1886497","Andrew Jackson",NA,NA
"Best Achievement in Visual Effects",NA,"Andrew Jackson, Tom Wood, Dan Oliver, Andy Williams","88-2016","tt1392190","Mad Max: Fury Road","nm0940054","Tom Wood",NA,NA
"Best Achievement in Visual Effects",NA,"Andrew Jackson, Tom Wood, Dan Oliver, Andy Williams","88-2016","tt1392190","Mad Max: Fury Road","nm0646807","Dan Oliver",NA,NA
"Best Achievement in Visual Effects",NA,"Andrew Jackson, Tom Wood, Dan Oliver, Andy Williams","88-2016","tt1392190","Mad Max: Fury Road","nm0930024","Andy Williams",NA,NA
"Best Achievement in Visual Effects",NA,"Roger Guyett, Patrick Tubach, Neal Scanlan, Chris Corbould","88-2016","tt2488496","Star Wars: Episode VII - The Force Awakens","nm0004361","Roger Guyett",NA,NA
"Best Achievement in Visual Effects",NA,"Roger Guyett, Patrick Tubach, Neal Scanlan, Chris Corbould","88-2016","tt2488496","Star Wars: Episode VII - The Force Awakens","nm0875604","Patrick Tubach",NA,NA
"Best Achievement in Visual Effects",NA,"Roger Guyett, Patrick Tubach, Neal Scanlan, Chris Corbould","88-2016","tt2488496","Star Wars: Episode VII - The Force Awakens","nm0768943","Neal Scanlan",NA,NA
"Best Achievement in Visual Effects",NA,"Roger Guyett, Patrick Tubach, Neal Scanlan, Chris Corbould","88-2016","tt2488496","Star Wars: Episode VII - The Force Awakens","nm0179269","Chris Corbould",NA,NA
"Best Achievement in Visual Effects",NA,"Richard Stammers, Anders Langlands, Chris Lawrence, Steven Warner","88-2016","tt3659388","The Martian","nm0821868","Richard Stammers",NA,NA
"Best Achievement in Visual Effects",NA,"Richard Stammers, Anders Langlands, Chris Lawrence, Steven Warner","88-2016","tt3659388","The Martian","nm1619365","Anders Langlands",NA,NA
"Best Achievement in Visual Effects",NA,"Richard Stammers, Anders Langlands, Chris Lawrence, Steven Warner","88-2016","tt3659388","The Martian","nm1165856","Chris Lawrence",NA,NA
"Best Achievement in Visual Effects",NA,"Richard Stammers, Anders Langlands, Chris Lawrence, Steven Warner","88-2016","tt3659388","The Martian","nm0912599","Steven Warner",NA,NA
"Best Achievement in Visual Effects",NA,"Richard McBride, Matt Shumway, Jason Smith, Cameron Waldbauer","88-2016","tt1663202","The Revenant","nm1407302","Richard McBride",NA,NA
"Best Achievement in Visual Effects",NA,"Richard McBride, Matt Shumway, Jason Smith, Cameron Waldbauer","88-2016","tt1663202","The Revenant","nm1331297","Matt Shumway",NA,NA
"Best Achievement in Visual Effects",NA,"Richard McBride, Matt Shumway, Jason Smith, Cameron Waldbauer","88-2016","tt1663202","The Revenant","nm1643981","Jason Smith",NA,NA
"Best Achievement in Visual Effects",NA,"Richard McBride, Matt Shumway, Jason Smith, Cameron Waldbauer","88-2016","tt1663202","The Revenant","nm0907030","Cameron Waldbauer",NA,NA
"Best Short Film, Animated","Winner","Gabriel Osorio Vargas, Pato Escala Pierart","88-2016","tt3829254","Bear Story","nm6594925","Gabriel Osorio Vargas",NA,NA
"Best Short Film, Animated","Winner","Gabriel Osorio Vargas, Pato Escala Pierart","88-2016","tt3829254","Bear Story","nm6594926","Pato Escala Pierart",NA,NA
"Best Short Film, Animated",NA,"Richard Williams, Imogen Sutton","88-2016","tt4955294","Prologue","nm0931530","Richard Williams",NA,NA
"Best Short Film, Animated",NA,"Richard Williams, Imogen Sutton","88-2016","tt4955294","Prologue","nm1803609","Imogen Sutton",NA,NA
"Best Short Film, Animated",NA,"Sanjay Patel, Nicole Paradis Grindle","88-2016","tt4661600","Sanjay's Super Team","nm0665396","Sanjay Patel",NA,NA
"Best Short Film, Animated",NA,"Sanjay Patel, Nicole Paradis Grindle","88-2016","tt4661600","Sanjay's Super Team","nm0342430","Nicole Paradis Grindle",NA,NA
"Best Short Film, Animated",NA,"Konstantin Bronzit","88-2016","tt3965660","We Can't Live Without Cosmos","nm0111588","Konstantin Bronzit",NA,NA
"Best Short Film, Animated",NA,"Don Hertzfeldt","88-2016","tt4171032","World of Tomorrow","nm0381116","Don Hertzfeldt",NA,NA
"Best Short Film, Live Action","Winner","Benjamin Cleary, Serena Armitage","88-2016","tt4817576","Stutterer","nm6526715","Benjamin Cleary",NA,NA
"Best Short Film, Live Action","Winner","Benjamin Cleary, Serena Armitage","88-2016","tt4817576","Stutterer","nm4928252","Serena Armitage",NA,NA
"Best Short Film, Live Action",NA,"Patrick Vollrath","88-2016","tt4324518","Alles wird gut","nm2573530","Patrick Vollrath",NA,NA
"Best Short Film, Live Action",NA,"Basil Khalil, Eric Dupont","88-2016","tt4419794","Ave Maria","nm1869150","Basil Khalil",NA,NA
"Best Short Film, Live Action",NA,"Basil Khalil, Eric Dupont","88-2016","tt4419794","Ave Maria","nm1415447","Eric Dupont",NA,NA
"Best Short Film, Live Action",NA,"Henry Hughes","88-2016","tt4122886","Day One","nm6846478","Henry Hughes",NA,NA
"Best Short Film, Live Action",NA,"Jamie Donoughue","88-2016","tt4273570","Shok","nm4385546","Jamie Donoughue",NA,NA
"Best Documentary, Short Subject","Winner","Sharmeen Obaid-Chinoy","88-2016","tt5144072","A Girl in the River: The Price of Forgiveness","nm1581464","Sharmeen Obaid-Chinoy",NA,NA
"Best Documentary, Short Subject",NA,"David Darg, Bryn Mooser","88-2016","tt4430002","Body Team 12","nm4093026","David Darg",NA,NA
"Best Documentary, Short Subject",NA,"David Darg, Bryn Mooser","88-2016","tt4430002","Body Team 12","nm1666274","Bryn Mooser",NA,NA
"Best Documentary, Short Subject",NA,"Courtney Marsh, Jerry Franck","88-2016","tt4084844","Chau, Beyond the Lines","nm3229589","Courtney Marsh",NA,NA
"Best Documentary, Short Subject",NA,"Courtney Marsh, Jerry Franck","88-2016","tt4084844","Chau, Beyond the Lines","nm3192902","Jerry Franck",NA,NA
"Best Documentary, Short Subject",NA,"Adam Benzine","88-2016","tt4815426","Claude Lanzmann: Spectres of the Shoah","nm6887155","Adam Benzine",NA,NA
"Best Documentary, Short Subject",NA,"Dee Hibbert-Jones, Nomi Talisman","88-2016","tt4172096","Last Day of Freedom","nm6889620","Dee Hibbert-Jones",NA,NA
"Best Documentary, Short Subject",NA,"Dee Hibbert-Jones, Nomi Talisman","88-2016","tt4172096","Last Day of Freedom","nm6889621","Nomi Talisman",NA,NA
"Best Documentary, Feature","Winner","Asif Kapadia, James Gay-Rees","88-2016","tt2870648","Amy","nm0438090","Asif Kapadia",NA,NA
"Best Documentary, Feature","Winner","Asif Kapadia, James Gay-Rees","88-2016","tt2870648","Amy","nm0310813","James Gay-Rees",NA,NA
"Best Documentary, Feature",NA,"Matthew Heineman, Tom Yellin","88-2016","tt4126304","Cartel Land","nm1292648","Matthew Heineman",NA,NA
"Best Documentary, Feature",NA,"Matthew Heineman, Tom Yellin","88-2016","tt4126304","Cartel Land","nm0947400","Tom Yellin",NA,NA
"Best Documentary, Feature",NA,"Joshua Oppenheimer, Signe Byrge SÃ¸rensen","88-2016","tt3521134","The Look of Silence","nm1484791","Joshua Oppenheimer",NA,NA
"Best Documentary, Feature",NA,"Joshua Oppenheimer, Signe Byrge SÃ¸rensen","88-2016","tt3521134","The Look of Silence","nm1718147","Signe Byrge SÃ¸rensen",NA,NA
"Best Documentary, Feature",NA,"Liz Garbus, Amy Hobby, Justin Wilkes","88-2016","tt4284010","What Happened, Miss Simone?","nm0305017","Liz Garbus",NA,NA
"Best Documentary, Feature",NA,"Liz Garbus, Amy Hobby, Justin Wilkes","88-2016","tt4284010","What Happened, Miss Simone?","nm0387646","Amy Hobby",NA,NA
"Best Documentary, Feature",NA,"Liz Garbus, Amy Hobby, Justin Wilkes","88-2016","tt4284010","What Happened, Miss Simone?","nm1461710","Justin Wilkes",NA,NA
"Best Documentary, Feature",NA,"Evgeny Afineevsky, Den Tolmor","88-2016","tt4908644","Winter on Fire: Ukraine's Fight for Freedom","nm1017958","Evgeny Afineevsky",NA,NA
"Best Documentary, Feature",NA,"Evgeny Afineevsky, Den Tolmor","88-2016","tt4908644","Winter on Fire: Ukraine's Fight for Freedom","nm6568618","Den Tolmor",NA,NA
"Best Foreign Language Film of the Year","Winner",NA,"88-2016","tt3808342","Son of Saul",NA,NA,NA,NA
"Best Foreign Language Film of the Year",NA,NA,"88-2016","tt3830162","A War",NA,NA,NA,NA
"Best Foreign Language Film of the Year",NA,NA,"88-2016","tt4285496","Embrace of the Serpent",NA,NA,NA,NA
"Best Foreign Language Film of the Year",NA,NA,"88-2016","tt3966404","Mustang",NA,NA,NA,NA
"Best Foreign Language Film of the Year",NA,NA,"88-2016","tt3170902","Theeb",NA,NA,NA,NA
"Best Animated Feature Film of the Year","Winner","Pete Docter, Jonas Rivera","88-2016","tt2096673","Inside Out","nm0230032","Pete Docter",NA,NA
"Best Animated Feature Film of the Year","Winner","Pete Docter, Jonas Rivera","88-2016","tt2096673","Inside Out","nm0729304","Jonas Rivera",NA,NA
"Best Animated Feature Film of the Year",NA,"Charlie Kaufman, Duke Johnson, Rosa Tran","88-2016","tt2401878","Anomalisa","nm0442109","Charlie Kaufman",NA,NA
"Best Animated Feature Film of the Year",NA,"Charlie Kaufman, Duke Johnson, Rosa Tran","88-2016","tt2401878","Anomalisa","nm2122478","Duke Johnson",NA,NA
"Best Animated Feature Film of the Year",NA,"Charlie Kaufman, Duke Johnson, Rosa Tran","88-2016","tt2401878","Anomalisa","nm1533266","Rosa Tran",NA,NA
"Best Animated Feature Film of the Year",NA,"Mark Burton, Richard Starzak","88-2016","tt2872750","Shaun the Sheep Movie","nm0123666","Mark Burton",NA,NA
"Best Animated Feature Film of the Year",NA,"Mark Burton, Richard Starzak","88-2016","tt2872750","Shaun the Sheep Movie","nm0326450","Richard Starzak",NA,NA
"Best Animated Feature Film of the Year",NA,"AlÃª Abreu","88-2016","tt3183630","The Boy and the World","nm0994245","AlÃª Abreu",NA,NA
"Best Animated Feature Film of the Year",NA,"Hiromasa Yonebayashi, Yoshiaki Nishimura","88-2016","tt3398268","When Marnie Was There","nm0948488","Hiromasa Yonebayashi",NA,NA
"Best Animated Feature Film of the Year",NA,"Hiromasa Yonebayashi, Yoshiaki Nishimura","88-2016","tt3398268","When Marnie Was There","nm2052679","Yoshiaki Nishimura",NA,NA
"Best Motion Picture of the Year","Winner","Dede Gardner, Jeremy Kleiner, Adele Romanski","89-2017","tt4975722","Moonlight","nm0306890","Dede Gardner",NA,NA
"Best Motion Picture of the Year","Winner","Dede Gardner, Jeremy Kleiner, Adele Romanski","89-2017","tt4975722","Moonlight","nm1250070","Jeremy Kleiner",NA,NA
"Best Motion Picture of the Year","Winner","Dede Gardner, Jeremy Kleiner, Adele Romanski","89-2017","tt4975722","Moonlight","nm1532846","Adele Romanski",NA,NA
"Best Motion Picture of the Year",NA,"Shawn Levy, Dan Levine, Aaron Ryder, David Linde","89-2017","tt2543164","Arrival","nm0506613","Shawn Levy",NA,NA
"Best Motion Picture of the Year",NA,"Shawn Levy, Dan Levine, Aaron Ryder, David Linde","89-2017","tt2543164","Arrival","nm1362282","Dan Levine",NA,NA
"Best Motion Picture of the Year",NA,"Shawn Levy, Dan Levine, Aaron Ryder, David Linde","89-2017","tt2543164","Arrival","nm0753083","Aaron Ryder",NA,NA
"Best Motion Picture of the Year",NA,"Shawn Levy, Dan Levine, Aaron Ryder, David Linde","89-2017","tt2543164","Arrival","nm0511482","David Linde",NA,NA
"Best Motion Picture of the Year",NA,"Todd Black, Scott Rudin, Denzel Washington","89-2017","tt2671706","Fences","nm0085542","Todd Black",NA,NA
"Best Motion Picture of the Year",NA,"Todd Black, Scott Rudin, Denzel Washington","89-2017","tt2671706","Fences","nm0748784","Scott Rudin",NA,NA
"Best Motion Picture of the Year",NA,"Todd Black, Scott Rudin, Denzel Washington","89-2017","tt2671706","Fences","nm0000243","Denzel Washington",NA,NA
"Best Motion Picture of the Year",NA,"Bill Mechanic, David Permut","89-2017","tt2119532","Hacksaw Ridge","nm0575312","Bill Mechanic",NA,NA
"Best Motion Picture of the Year",NA,"Bill Mechanic, David Permut","89-2017","tt2119532","Hacksaw Ridge","nm0674303","David Permut",NA,NA
"Best Motion Picture of the Year",NA,"Carla Hacken, Julie Yorn","89-2017","tt2582782","Hell or High Water","nm0352402","Carla Hacken",NA,NA
"Best Motion Picture of the Year",NA,"Carla Hacken, Julie Yorn","89-2017","tt2582782","Hell or High Water","nm0798930","Julie Yorn",NA,NA
"Best Motion Picture of the Year",NA,"Peter Chernin, Donna Gigliotti, Theodore Melfi, Jenno Topping, Pharrell Williams","89-2017","tt4846340","Hidden Figures","nm1858656","Peter Chernin",NA,NA
"Best Motion Picture of the Year",NA,"Peter Chernin, Donna Gigliotti, Theodore Melfi, Jenno Topping, Pharrell Williams","89-2017","tt4846340","Hidden Figures","nm0317642","Donna Gigliotti",NA,NA
"Best Motion Picture of the Year",NA,"Peter Chernin, Donna Gigliotti, Theodore Melfi, Jenno Topping, Pharrell Williams","89-2017","tt4846340","Hidden Figures","nm0577647","Theodore Melfi",NA,NA
"Best Motion Picture of the Year",NA,"Peter Chernin, Donna Gigliotti, Theodore Melfi, Jenno Topping, Pharrell Williams","89-2017","tt4846340","Hidden Figures","nm0867768","Jenno Topping",NA,NA
"Best Motion Picture of the Year",NA,"Peter Chernin, Donna Gigliotti, Theodore Melfi, Jenno Topping, Pharrell Williams","89-2017","tt4846340","Hidden Figures","nm1214289","Pharrell Williams",NA,NA
"Best Motion Picture of the Year",NA,"Fred Berger, Jordan Horowitz, Marc Platt","89-2017","tt3783958","La La Land","nm1757754","Fred Berger",NA,NA
"Best Motion Picture of the Year",NA,"Fred Berger, Jordan Horowitz, Marc Platt","89-2017","tt3783958","La La Land","nm3527897","Jordan Horowitz",NA,NA
"Best Motion Picture of the Year",NA,"Fred Berger, Jordan Horowitz, Marc Platt","89-2017","tt3783958","La La Land","nm0686887","Marc Platt",NA,NA
"Best Motion Picture of the Year",NA,"Iain Canning, Angie Fielder, Emile Sherman","89-2017","tt3741834","Lion","nm2096617","Iain Canning",NA,NA
"Best Motion Picture of the Year",NA,"Iain Canning, Angie Fielder, Emile Sherman","89-2017","tt3741834","Lion","nm2652108","Angie Fielder",NA,NA
"Best Motion Picture of the Year",NA,"Iain Canning, Angie Fielder, Emile Sherman","89-2017","tt3741834","Lion","nm0792431","Emile Sherman",NA,NA
"Best Motion Picture of the Year",NA,"Lauren Beck, Matt Damon, Kimberly Steward, Chris Moore, Kevin J. Walsh","89-2017","tt4034228","Manchester by the Sea","nm4568172","Lauren Beck",NA,NA
"Best Motion Picture of the Year",NA,"Lauren Beck, Matt Damon, Kimberly Steward, Chris Moore, Kevin J. Walsh","89-2017","tt4034228","Manchester by the Sea","nm0000354","Matt Damon",NA,NA
"Best Motion Picture of the Year",NA,"Lauren Beck, Matt Damon, Kimberly Steward, Chris Moore, Kevin J. Walsh","89-2017","tt4034228","Manchester by the Sea","nm6844518","Kimberly Steward",NA,NA
"Best Motion Picture of the Year",NA,"Lauren Beck, Matt Damon, Kimberly Steward, Chris Moore, Kevin J. Walsh","89-2017","tt4034228","Manchester by the Sea","nm0601031","Chris Moore",NA,NA
"Best Motion Picture of the Year",NA,"Lauren Beck, Matt Damon, Kimberly Steward, Chris Moore, Kevin J. Walsh","89-2017","tt4034228","Manchester by the Sea","nm1016966","Kevin J. Walsh",NA,NA
"Best Performance by an Actor in a Leading Role","Winner","Manchester by the Sea","89-2017","tt4034228","Manchester by the Sea","nm0000729","Casey Affleck",NA,NA
"Best Performance by an Actor in a Leading Role",NA,"Hacksaw Ridge","89-2017","tt2119532","Hacksaw Ridge","nm1940449","Andrew Garfield",NA,NA
"Best Performance by an Actor in a Leading Role",NA,"Fences","89-2017","tt2671706","Fences","nm0000243","Denzel Washington",NA,NA
"Best Performance by an Actor in a Leading Role",NA,"La La Land","89-2017","tt3783958","La La Land","nm0331516","Ryan Gosling",NA,NA
"Best Performance by an Actor in a Leading Role",NA,"Captain Fantastic","89-2017","tt3553976","Captain Fantastic","nm0001557","Viggo Mortensen",NA,NA
"Best Performance by an Actress in a Leading Role","Winner","La La Land","89-2017","tt3783958","La La Land","nm1297015","Emma Stone",NA,NA
"Best Performance by an Actress in a Leading Role",NA,"Elle","89-2017","tt3716530","Elle","nm0001376","Isabelle Huppert",NA,NA
"Best Performance by an Actress in a Leading Role",NA,"Florence Foster Jenkins","89-2017","tt4136084","Florence Foster Jenkins","nm0000658","Meryl Streep",NA,NA
"Best Performance by an Actress in a Leading Role",NA,"Jackie","89-2017","tt1619029","Jackie","nm0000204","Natalie Portman",NA,NA
"Best Performance by an Actress in a Leading Role",NA,"Loving","89-2017","tt4669986","Loving","nm1550948","Ruth Negga",NA,NA
"Best Performance by an Actor in a Supporting Role","Winner","Moonlight","89-2017","tt4975722","Moonlight","nm0991810","Mahershala Ali",NA,NA
"Best Performance by an Actor in a Supporting Role",NA,"Lion","89-2017","tt3741834","Lion","nm2353862","Dev Patel",NA,NA
"Best Performance by an Actor in a Supporting Role",NA,"Hell or High Water","89-2017","tt2582782","Hell or High Water","nm0000313","Jeff Bridges",NA,NA
"Best Performance by an Actor in a Supporting Role",NA,"Manchester by the Sea","89-2017","tt4034228","Manchester by the Sea","nm2348627","Lucas Hedges",NA,NA
"Best Performance by an Actor in a Supporting Role",NA,"Nocturnal Animals","89-2017","tt4550098","Nocturnal Animals","nm0788335","Michael Shannon",NA,NA
"Best Performance by an Actress in a Supporting Role","Winner","Fences","89-2017","tt2671706","Fences","nm0205626","Viola Davis",NA,NA
"Best Performance by an Actress in a Supporting Role",NA,"Manchester by the Sea","89-2017","tt4034228","Manchester by the Sea","nm0931329","Michelle Williams",NA,NA
"Best Performance by an Actress in a Supporting Role",NA,"Moonlight","89-2017","tt4975722","Moonlight","nm0365140","Naomie Harris",NA,NA
"Best Performance by an Actress in a Supporting Role",NA,"Lion","89-2017","tt3741834","Lion","nm0000173","Nicole Kidman",NA,NA
"Best Performance by an Actress in a Supporting Role",NA,"Hidden Figures","89-2017","tt4846340","Hidden Figures","nm0818055","Octavia Spencer",NA,NA
"Best Achievement in Directing","Winner","La La Land","89-2017","tt3783958","La La Land","nm3227090","Damien Chazelle",NA,NA
"Best Achievement in Directing",NA,"Moonlight","89-2017","tt4975722","Moonlight","nm1503575","Barry Jenkins",NA,NA
"Best Achievement in Directing",NA,"Arrival","89-2017","tt2543164","Arrival","nm0898288","Denis Villeneuve",NA,NA
"Best Achievement in Directing",NA,"Manchester by the Sea","89-2017","tt4034228","Manchester by the Sea","nm0518836","Kenneth Lonergan",NA,NA
"Best Achievement in Directing",NA,"Hacksaw Ridge","89-2017","tt2119532","Hacksaw Ridge","nm0000154","Mel Gibson",NA,NA
"Best Original Screenplay","Winner","Kenneth Lonergan","89-2017","tt4034228","Manchester by the Sea","nm0518836","Kenneth Lonergan",NA,NA
"Best Original Screenplay",NA,"Mike Mills","89-2017","tt4385888","20th Century Women","nm0590122","Mike Mills",NA,NA
