"AwardCategory","AwardWinner","PrimaryTitle","PrimaryID","SecondaryName.list","AwardCeremony","SecondaryID","SecondaryName","AwardCategory.y"
"Best Achievement in Production Design",NA,"The Revenant","title/tt1663202","Jack Fisk (production design), Hamish Purdy (set decoration)","88-2016","name/nm0279926","Jack Fisk","Best Achievement in Production Design"
"Best Achievement in Production Design",NA,"The Revenant","title/tt1663202","Jack Fisk (production design), Hamish Purdy (set decoration)","88-2016","name/nm0700827","Hamish Purdy","Best Achievement in Production Design"
"Best Achievement in Costume Design","Winner","Mad Max: Fury Road","title/tt1392190","Jenny Beavan","88-2016","name/nm0064746","Jenny Beavan","Best Achievement in Costume Design"
"Best Achievement in Costume Design",NA,"Carol","title/tt2402927","Sandy Powell","88-2016","name/nm0694309","Sandy Powell","Best Achievement in Costume Design"
"Best Achievement in Costume Design",NA,"Carol","title/tt2402927","Sandy Powell","88-2016","name/nm0694309","Sandy Powell","Best Achievement in Costume Design"
"Best Achievement in Costume Design",NA,"Cinderella","title/tt1661199","Sandy Powell","88-2016","name/nm0694309","Sandy Powell","Best Achievement in Costume Design"
"Best Achievement in Costume Design",NA,"Cinderella","title/tt1661199","Sandy Powell","88-2016","name/nm0694309","Sandy Powell","Best Achievement in Costume Design"
"Best Achievement in Costume Design",NA,"The Danish Girl","title/tt0810819","Paco Delgado","88-2016","name/nm0214625","Paco Delgado","Best Achievement in Costume Design"
"Best Achievement in Costume Design",NA,"The Revenant","title/tt1663202","Jacqueline West","88-2016","name/nm0922113","Jacqueline West","Best Achievement in Costume Design"
"Best Achievement in Makeup and Hairstyling","Winner","Mad Max: Fury Road","title/tt1392190","Lesley Vanderwalt, Elka Wardega, Damian Martin","88-2016","name/nm0886488","Lesley Vanderwalt","Best Achievement in Makeup and Hairstyling"
"Best Achievement in Makeup and Hairstyling","Winner","Mad Max: Fury Road","title/tt1392190","Lesley Vanderwalt, Elka Wardega, Damian Martin","88-2016","name/nm0911975","Elka Wardega","Best Achievement in Makeup and Hairstyling"
"Best Achievement in Makeup and Hairstyling","Winner","Mad Max: Fury Road","title/tt1392190","Lesley Vanderwalt, Elka Wardega, Damian Martin","88-2016","name/nm1914735","Damian Martin","Best Achievement in Makeup and Hairstyling"
"Best Achievement in Makeup and Hairstyling",NA,"The 100 Year-Old Man Who Climbed Out the Window and Disappeared","title/tt2113681","Love Larson, Eva Von Bahr","88-2016","name/nm1037627","Love Larson","Best Achievement in Makeup and Hairstyling"
"Best Achievement in Makeup and Hairstyling",NA,"The 100 Year-Old Man Who Climbed Out the Window and Disappeared","title/tt2113681","Love Larson, Eva Von Bahr","88-2016","name/nm0901913","Eva Von Bahr","Best Achievement in Makeup and Hairstyling"
"Best Achievement in Makeup and Hairstyling",NA,"The Revenant","title/tt1663202","Sian Grigg, Duncan Jarman, Robert A. Pandini","88-2016","name/nm0341812","Sian Grigg","Best Achievement in Makeup and Hairstyling"
"Best Achievement in Makeup and Hairstyling",NA,"The Revenant","title/tt1663202","Sian Grigg, Duncan Jarman, Robert A. Pandini","88-2016","name/nm0418749","Duncan Jarman","Best Achievement in Makeup and Hairstyling"
"Best Achievement in Makeup and Hairstyling",NA,"The Revenant","title/tt1663202","Sian Grigg, Duncan Jarman, Robert A. Pandini","88-2016","name/nm0006453","Robert A. Pandini","Best Achievement in Makeup and Hairstyling"
"Best Achievement in Music Written for Motion Pictures, Original Song","Winner","Spectre","title/tt2379713","Sam Smith, Jimmy Napes (as Jimmy Napes)","88-2016","name/nm3094994","Sam Smith","Best Achievement in Music Written for Motion Pictures, Original Song"
"Best Achievement in Music Written for Motion Pictures, Original Song","Winner","Spectre","title/tt2379713","Sam Smith, Jimmy Napes (as Jimmy Napes)","88-2016","name/nm4438244","Jimmy Napes","Best Achievement in Music Written for Motion Pictures, Original Song"
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"Fifty Shades of Grey","title/tt2322441","The Weeknd (as Abel Tesfaye), Belly (as Ahmad Balshe), DaHeala, Stephan Moccio","88-2016","name/nm1070597","The Weeknd","Best Achievement in Music Written for Motion Pictures, Original Song"
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"Fifty Shades of Grey","title/tt2322441","The Weeknd (as Abel Tesfaye), Belly (as Ahmad Balshe), DaHeala, Stephan Moccio","88-2016","name/nm6803523","Belly","Best Achievement in Music Written for Motion Pictures, Original Song"
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"Fifty Shades of Grey","title/tt2322441","The Weeknd (as Abel Tesfaye), Belly (as Ahmad Balshe), DaHeala, Stephan Moccio","88-2016","name/nm7850935","DaHeala","Best Achievement in Music Written for Motion Pictures, Original Song"
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"Fifty Shades of Grey","title/tt2322441","The Weeknd (as Abel Tesfaye), Belly (as Ahmad Balshe), DaHeala, Stephan Moccio","88-2016","name/nm0595066","Stephan Moccio","Best Achievement in Music Written for Motion Pictures, Original Song"
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"Racing Extinction","title/tt1618448","J. Ralph (music), Anohni (lyrics)","88-2016","name/nm0707775","J. Ralph","Best Achievement in Music Written for Motion Pictures, Original Song"
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"Racing Extinction","title/tt1618448","J. Ralph (music), Anohni (lyrics)","88-2016","name/nm1359744","Anohni","Best Achievement in Music Written for Motion Pictures, Original Song"
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"The Hunting Ground","title/tt4185572","Diane Warren, Lady Gaga","88-2016","name/nm0005534","Diane Warren","Best Achievement in Music Written for Motion Pictures, Original Song"
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"The Hunting Ground","title/tt4185572","Diane Warren, Lady Gaga","88-2016","name/nm3078932","Lady Gaga","Best Achievement in Music Written for Motion Pictures, Original Song"
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"Youth","title/tt3312830","David Lang","88-2016","name/nm1012893","David Lang","Best Achievement in Music Written for Motion Pictures, Original Song"
"Best Achievement in Music Written for Motion Pictures, Original Score","Winner","The Hateful Eight","title/tt3460252","Ennio Morricone","88-2016","name/nm0001553","Ennio Morricone","Best Achievement in Music Written for Motion Pictures, Original Score"
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"Bridge of Spies","title/tt3682448","Thomas Newman","88-2016","name/nm0002353","Thomas Newman","Best Achievement in Music Written for Motion Pictures, Original Score"
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"Carol","title/tt2402927","Carter Burwell","88-2016","name/nm0001980","Carter Burwell","Best Achievement in Music Written for Motion Pictures, Original Score"
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"Sicario","title/tt3397884","JÃ³hann JÃ³hannsson","88-2016","name/nm0433580","JÃ³hann JÃ³hannsson","Best Achievement in Music Written for Motion Pictures, Original Score"
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","John Williams","88-2016","name/nm0002354","John Williams","Best Achievement in Music Written for Motion Pictures, Original Score"
"Best Achievement in Sound Mixing","Winner","Mad Max: Fury Road","title/tt1392190","Chris Jenkins, Gregg Rudloff, Ben Osmo","88-2016","name/nm0420804","Chris Jenkins","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing","Winner","Mad Max: Fury Road","title/tt1392190","Chris Jenkins, Gregg Rudloff, Ben Osmo","88-2016","name/nm0748832","Gregg Rudloff","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing","Winner","Mad Max: Fury Road","title/tt1392190","Chris Jenkins, Gregg Rudloff, Ben Osmo","88-2016","name/nm0652096","Ben Osmo","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"Bridge of Spies","title/tt3682448","Andy Nelson, Gary Rydstrom, Drew Kunin","88-2016","name/nm0625144","Andy Nelson","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"Bridge of Spies","title/tt3682448","Andy Nelson, Gary Rydstrom, Drew Kunin","88-2016","name/nm0003977","Gary Rydstrom","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"Bridge of Spies","title/tt3682448","Andy Nelson, Gary Rydstrom, Drew Kunin","88-2016","name/nm0475168","Drew Kunin","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"Bridge of Spies","title/tt3682448","Andy Nelson, Gary Rydstrom, Drew Kunin","88-2016","name/nm0625144","Andy Nelson","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","Andy Nelson, Christopher Scarabosio, Stuart Wilson","88-2016","name/nm0625144","Andy Nelson","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","Andy Nelson, Christopher Scarabosio, Stuart Wilson","88-2016","name/nm0625144","Andy Nelson","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","Andy Nelson, Christopher Scarabosio, Stuart Wilson","88-2016","name/nm0769042","Christopher Scarabosio","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","Andy Nelson, Christopher Scarabosio, Stuart Wilson","88-2016","name/nm0934184","Stuart Wilson","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"The Martian","title/tt3659388","Paul Massey, Mark Taylor, Mac Ruth","88-2016","name/nm0557338","Paul Massey","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"The Martian","title/tt3659388","Paul Massey, Mark Taylor, Mac Ruth","88-2016","name/nm0852837","Mark Taylor","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"The Martian","title/tt3659388","Paul Massey, Mark Taylor, Mac Ruth","88-2016","name/nm0002314","Mac Ruth","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"The Revenant","title/tt1663202","Jon Taylor, Frank A. MontaÃ±o, Randy Thom, Chris Duesterdiek","88-2016","name/nm0852656","Jon Taylor","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"The Revenant","title/tt1663202","Jon Taylor, Frank A. MontaÃ±o, Randy Thom, Chris Duesterdiek","88-2016","name/nm0599057","Frank A. MontaÃ±o","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"The Revenant","title/tt1663202","Jon Taylor, Frank A. MontaÃ±o, Randy Thom, Chris Duesterdiek","88-2016","name/nm0858378","Randy Thom","Best Achievement in Sound Mixing"
"Best Achievement in Sound Mixing",NA,"The Revenant","title/tt1663202","Jon Taylor, Frank A. MontaÃ±o, Randy Thom, Chris Duesterdiek","88-2016","name/nm0240292","Chris Duesterdiek","Best Achievement in Sound Mixing"
"Best Achievement in Sound Editing","Winner","Mad Max: Fury Road","title/tt1392190","Mark A. Mangini, David White","88-2016","name/nm0005625","Mark A. Mangini","Best Achievement in Sound Editing"
"Best Achievement in Sound Editing","Winner","Mad Max: Fury Road","title/tt1392190","Mark A. Mangini, David White","88-2016","name/nm0924674","David White","Best Achievement in Sound Editing"
"Best Achievement in Sound Editing",NA,"Sicario","title/tt3397884","Alan Robert Murray","88-2016","name/nm0614812","Alan Robert Murray","Best Achievement in Sound Editing"
"Best Achievement in Sound Editing",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","Matthew Wood, David Acord","88-2016","name/nm0003214","Matthew Wood","Best Achievement in Sound Editing"
"Best Achievement in Sound Editing",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","Matthew Wood, David Acord","88-2016","name/nm0004198","David Acord","Best Achievement in Sound Editing"
"Best Achievement in Sound Editing",NA,"The Martian","title/tt3659388","Oliver Tarney","88-2016","name/nm0850549","Oliver Tarney","Best Achievement in Sound Editing"
"Best Achievement in Sound Editing",NA,"The Revenant","title/tt1663202","MartÃ­n HernÃ¡ndez, Lon Bender","88-2016","name/nm0380057","MartÃ­n HernÃ¡ndez","Best Achievement in Sound Editing"
"Best Achievement in Sound Editing",NA,"The Revenant","title/tt1663202","MartÃ­n HernÃ¡ndez, Lon Bender","88-2016","name/nm0070489","Lon Bender","Best Achievement in Sound Editing"
"Best Achievement in Visual Effects","Winner","Ex Machina","title/tt0470752","Andrew Whitehurst, Paul Norris, Mark Williams Ardington, Sara Bennett","88-2016","name/nm1443095","Andrew Whitehurst","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects","Winner","Ex Machina","title/tt0470752","Andrew Whitehurst, Paul Norris, Mark Williams Ardington, Sara Bennett","88-2016","name/nm0635878","Paul Norris","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects","Winner","Ex Machina","title/tt0470752","Andrew Whitehurst, Paul Norris, Mark Williams Ardington, Sara Bennett","88-2016","name/nm3251988","Mark Williams Ardington","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects","Winner","Ex Machina","title/tt0470752","Andrew Whitehurst, Paul Norris, Mark Williams Ardington, Sara Bennett","88-2016","name/nm1025904","Sara Bennett","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"Mad Max: Fury Road","title/tt1392190","Andrew Jackson, Tom Wood, Dan Oliver, Andy Williams","88-2016","name/nm1886497","Andrew Jackson","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"Mad Max: Fury Road","title/tt1392190","Andrew Jackson, Tom Wood, Dan Oliver, Andy Williams","88-2016","name/nm0940054","Tom Wood","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"Mad Max: Fury Road","title/tt1392190","Andrew Jackson, Tom Wood, Dan Oliver, Andy Williams","88-2016","name/nm0646807","Dan Oliver","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"Mad Max: Fury Road","title/tt1392190","Andrew Jackson, Tom Wood, Dan Oliver, Andy Williams","88-2016","name/nm0930024","Andy Williams","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","Roger Guyett, Patrick Tubach, Neal Scanlan, Chris Corbould","88-2016","name/nm0004361","Roger Guyett","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","Roger Guyett, Patrick Tubach, Neal Scanlan, Chris Corbould","88-2016","name/nm0875604","Patrick Tubach","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","Roger Guyett, Patrick Tubach, Neal Scanlan, Chris Corbould","88-2016","name/nm0768943","Neal Scanlan","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","Roger Guyett, Patrick Tubach, Neal Scanlan, Chris Corbould","88-2016","name/nm0179269","Chris Corbould","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"The Martian","title/tt3659388","Richard Stammers, Anders Langlands, Chris Lawrence, Steven Warner","88-2016","name/nm0821868","Richard Stammers","Best Achievement in Visual Effects"
