"ItemYear","year_ceremony","ceremony","Award","AwardRecipient","ItemTitle","IMDBid","ItemRuntime"
2012,2013,85,"WRITING (Original Screenplay)","Written by Quentin Tarantino","Django Unchained","tt1853728","165 min"
2013,2014,86,"ACTOR IN A LEADING ROLE","Matthew McConaughey","Dallas Buyers Club","tt0790636","117 min"
2013,2014,86,"ACTOR IN A SUPPORTING ROLE","Jared Leto","Dallas Buyers Club","tt0790636","117 min"
2013,2014,86,"ACTRESS IN A LEADING ROLE","Cate Blanchett","Blue Jasmine","tt2334873","98 min"
2013,2014,86,"ACTRESS IN A SUPPORTING ROLE","Lupita Nyong'o","12 Years a Slave","tt2024544","134 min"
2013,2014,86,"ANIMATED FEATURE FILM","Chris Buck, Jennifer Lee and Peter Del Vecho","Frozen","tt2294629","102 min"
2013,2014,86,"BEST PICTURE","Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers","12 Years a Slave","tt2024544","134 min"
2013,2014,86,"CINEMATOGRAPHY","Emmanuel Lubezki","Gravity","tt1454468","91 min"
2013,2014,86,"COSTUME DESIGN","Catherine Martin","The Great Gatsby","tt1343092","143 min"
2013,2014,86,"DIRECTING","Alfonso Cuarón","Gravity","tt1454468","91 min"
2013,2014,86,"DOCUMENTARY (Feature)","Morgan Neville, Gil Friesen and Caitrin Rogers","Twenty Feet from Stardom","tt2396566","91 min"
2013,2014,86,"DOCUMENTARY (Short Subject)","Malcolm Clarke and Nicholas Reed","The Lady in Number 6: Music Saved My Life","tt2924484","39 min"
2013,2014,86,"FILM EDITING","Alfonso Cuarón and Mark Sanger","Gravity","tt1454468","91 min"
2013,2014,86,"FOREIGN LANGUAGE FILM","Italy","The Great Beauty","tt2358891","141 min"
2013,2014,86,"MAKEUP AND HAIRSTYLING","Adruitha Lee and Robin Mathews","Dallas Buyers Club","tt0790636","117 min"
2013,2014,86,"MUSIC (Original Score)","Steven Price","Gravity","tt1454468","91 min"
2013,2014,86,"MUSIC (Original Song)","Music and Lyric by Kristen Anderson-Lopez and Robert Lopez","Frozen","tt2294629","102 min"
2013,2014,86,"PRODUCTION DESIGN","Production Design: Catherine Martin; Set Decoration: Beverley Dunn","The Great Gatsby","tt1343092","143 min"
2013,2014,86,"SHORT FILM (Animated)","Laurent Witz and Alexandre Espigares","Mr Hublot","tt3043542","11 min"
2013,2014,86,"SHORT FILM (Live Action)","Anders Walter and Kim Magnusson","Helium","tt3346410","23 min"
2013,2014,86,"SOUND EDITING","Glenn Freemantle","Gravity","tt1454468","91 min"
2013,2014,86,"SOUND MIXING","Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro","Gravity","tt1454468","91 min"
2013,2014,86,"VISUAL EFFECTS","Tim Webber, Chris Lawrence, David Shirk and Neil Corbould","Gravity","tt1454468","91 min"
2013,2014,86,"WRITING (Adapted Screenplay)","Screenplay by John Ridley","12 Years a Slave","tt2024544","134 min"
2013,2014,86,"WRITING (Original Screenplay)","Written by Spike Jonze","Her","tt1798709","126 min"
2014,2015,87,"ACTOR IN A LEADING ROLE","Eddie Redmayne","The Theory of Everything","tt2980516","123 min"
2014,2015,87,"ACTOR IN A SUPPORTING ROLE","J.K. Simmons","Whiplash","tt2582802","106 min"
2014,2015,87,"ACTRESS IN A LEADING ROLE","Julianne Moore","Still Alice","tt3316960","101 min"
2014,2015,87,"ACTRESS IN A SUPPORTING ROLE","Patricia Arquette","Boyhood","tt1065073","165 min"
2014,2015,87,"ANIMATED FEATURE FILM","Don Hall, Chris Williams and Roy Conli","Big Hero 6","tt2245084","102 min"
2014,2015,87,"BEST PICTURE","Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers","Birdman or (The Unexpected Virtue of Ignorance)","tt2562232","119 min"
2014,2015,87,"CINEMATOGRAPHY","Emmanuel Lubezki","Birdman or (The Unexpected Virtue of Ignorance)","tt2562232","119 min"
2014,2015,87,"COSTUME DESIGN","Milena Canonero","The Grand Budapest Hotel","tt2278388","99 min"
2014,2015,87,"DIRECTING","Alejandro G. Iñárritu","Birdman or (The Unexpected Virtue of Ignorance)","tt2562232","119 min"
2014,2015,87,"DOCUMENTARY (Feature)","Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky","Citizenfour","tt4044364","114 min"
2013,2015,87,"DOCUMENTARY (Short Subject)","Ellen Goosenberg Kent and Dana Perry","Crisis Hotline: Veterans Press 1","tt3449252","40 min"
2014,2015,87,"FILM EDITING","Tom Cross","Whiplash","tt2582802","106 min"
2013,2015,87,"FOREIGN LANGUAGE FILM","Poland","Ida","tt2718492","82 min"
2014,2015,87,"MAKEUP AND HAIRSTYLING","Frances Hannon and Mark Coulier","The Grand Budapest Hotel","tt2278388","99 min"
2014,2015,87,"MUSIC (Original Score)","Alexandre Desplat","The Grand Budapest Hotel","tt2278388","99 min"
2014,2015,87,"MUSIC (Original Song)","Music and Lyric by John Stephens and Lonnie Lynn","Selma","tt1020072","128 min"
2014,2015,87,"PRODUCTION DESIGN","Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock","The Grand Budapest Hotel","tt2278388","99 min"
2014,2015,87,"SHORT FILM (Animated)","Patrick Osborne and Kristina Reed","Feast","tt3689498","6 min"
2013,2015,87,"SHORT FILM (Live Action)","Mat Kirkby and James Lucas","The Phone Call","tt3071532","22 min"
2014,2015,87,"SOUND EDITING","Alan Robert Murray and Bub Asman","American Sniper","tt2179136","133 min"
2014,2015,87,"SOUND MIXING","Craig Mann, Ben Wilkins and Thomas Curley","Whiplash","tt2582802","106 min"
2014,2015,87,"VISUAL EFFECTS","Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher","Interstellar","tt0816692","169 min"
2014,2015,87,"WRITING (Adapted Screenplay)","Written by Graham Moore","The Imitation Game","tt2084970","114 min"
2014,2015,87,"WRITING (Original Screenplay)","Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo","Birdman or (The Unexpected Virtue of Ignorance)","tt2562232","119 min"
2015,2016,88,"ACTOR IN A LEADING ROLE","Leonardo DiCaprio","The Revenant","tt1663202","156 min"
2015,2016,88,"ACTOR IN A SUPPORTING ROLE","Mark Rylance","Bridge of Spies","tt3682448","142 min"
2015,2016,88,"ACTRESS IN A LEADING ROLE","Brie Larson","Room","tt3170832","118 min"
2015,2016,88,"ACTRESS IN A SUPPORTING ROLE","Alicia Vikander","The Danish Girl","tt0810819","119 min"
2015,2016,88,"ANIMATED FEATURE FILM","Pete Docter and Jonas Rivera","Inside Out","tt2096673","95 min"
2015,2016,88,"BEST PICTURE","Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers","Spotlight","tt1895587","129 min"
2015,2016,88,"CINEMATOGRAPHY","Emmanuel Lubezki","The Revenant","tt1663202","156 min"
2015,2016,88,"COSTUME DESIGN","Jenny Beavan","Mad Max: Fury Road","tt1392190","120 min"
2015,2016,88,"DIRECTING","Alejandro G. Iñárritu","The Revenant","tt1663202","156 min"
2015,2016,88,"DOCUMENTARY (Feature)","Asif Kapadia and James Gay-Rees","Amy","tt2870648","128 min"
2015,2016,88,"DOCUMENTARY (Short Subject)","Sharmeen Obaid-Chinoy","A Girl in the River: The Price of Forgiveness","tt5144072","40 min"
2015,2016,88,"FILM EDITING","Margaret Sixel","Mad Max: Fury Road","tt1392190","120 min"
2015,2016,88,"FOREIGN LANGUAGE FILM","Hungary","Son of Saul","tt3808342","107 min"
2015,2016,88,"MAKEUP AND HAIRSTYLING","Lesley Vanderwalt, Elka Wardega and Damian Martin","Mad Max: Fury Road","tt1392190","120 min"
2015,2016,88,"MUSIC (Original Score)","Ennio Morricone","The Hateful Eight","tt3460252","168 min"
2015,2016,88,"MUSIC (Original Song)","Music and Lyric by Jimmy Napes and Sam Smith","Spectre","tt2379713","148 min"
2015,2016,88,"PRODUCTION DESIGN","Production Design: Colin Gibson; Set Decoration: Lisa Thompson","Mad Max: Fury Road","tt1392190","120 min"
2014,2016,88,"SHORT FILM (Animated)","Gabriel Osorio and Pato Escala","Bear Story","tt3829254","11 min"
2015,2016,88,"SHORT FILM (Live Action)","Benjamin Cleary and Serena Armitage","Stutterer","tt4817576","12 min"
2015,2016,88,"SOUND EDITING","Mark Mangini and David White","Mad Max: Fury Road","tt1392190","120 min"
2015,2016,88,"SOUND MIXING","Chris Jenkins, Gregg Rudloff and Ben Osmo","Mad Max: Fury Road","tt1392190","120 min"
2014,2016,88,"VISUAL EFFECTS","Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett","Ex Machina","tt0470752","108 min"
2015,2016,88,"WRITING (Adapted Screenplay)","Screenplay by Charles Randolph and Adam McKay","The Big Short","tt1596363","130 min"
2015,2016,88,"WRITING (Original Screenplay)","Written by Josh Singer & Tom McCarthy","Spotlight","tt1895587","129 min"
2016,2017,89,"ACTOR IN A LEADING ROLE","Casey Affleck","Manchester by the Sea","tt4034228","137 min"
2016,2017,89,"ACTOR IN A SUPPORTING ROLE","Mahershala Ali","Moonlight","tt4975722","111 min"
2016,2017,89,"ACTRESS IN A LEADING ROLE","Emma Stone","La La Land","tt3783958","128 min"
2016,2017,89,"ACTRESS IN A SUPPORTING ROLE","Viola Davis","Fences","tt2671706","139 min"
2016,2017,89,"ANIMATED FEATURE FILM","Byron Howard, Rich Moore and Clark Spencer","Zootopia","tt2948356","108 min"
2016,2017,89,"BEST PICTURE","Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers","Moonlight","tt4975722","111 min"
2016,2017,89,"CINEMATOGRAPHY","Linus Sandgren","La La Land","tt3783958","128 min"
2016,2017,89,"COSTUME DESIGN","Colleen Atwood","Fantastic Beasts and Where to Find Them","tt3183660","132 min"
2016,2017,89,"DIRECTING","Damien Chazelle","La La Land","tt3783958","128 min"
2016,2017,89,"DOCUMENTARY (Feature)","Ezra Edelman and Caroline Waterlow","O.J.: Made in America","tt5275892","467 min"
2016,2017,89,"DOCUMENTARY (Short Subject)","Orlando von Einsiedel and Joanna Natasegara","The White Helmets","tt6073176","41 min"
2016,2017,89,"FILM EDITING","John Gilbert","Hacksaw Ridge","tt2119532","139 min"
2016,2017,89,"FOREIGN LANGUAGE FILM","Iran","The Salesman","tt5186714","124 min"
2016,2017,89,"MAKEUP AND HAIRSTYLING","Alessandro Bertolazzi, Giorgio Gregorini and Christopher Nelson","Suicide Squad","tt1386697","123 min"
2016,2017,89,"MUSIC (Original Score)","Justin Hurwitz","La La Land","tt3783958","128 min"
2016,2017,89,"MUSIC (Original Song)","Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul","La La Land","tt3783958","128 min"
2016,2017,89,"PRODUCTION DESIGN","Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco","La La Land","tt3783958","128 min"
2016,2017,89,"SHORT FILM (Animated)","Alan Barillaro and Marc Sondheimer","Piper","tt5613056","6 min"
2016,2017,89,"SHORT FILM (Live Action)","Kristof Deák and Anna Udvardy","Sing","tt4571288","25 min"
2016,2017,89,"SOUND EDITING","Sylvain Bellemare","Arrival","tt2543164","116 min"
2016,2017,89,"SOUND MIXING","Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace","Hacksaw Ridge","tt2119532","139 min"
2016,2017,89,"VISUAL EFFECTS","Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon","The Jungle Book","tt3040964","106 min"
2016,2017,89,"WRITING (Adapted Screenplay)","Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney","Moonlight","tt4975722","111 min"
2016,2017,89,"WRITING (Original Screenplay)","Written by Kenneth Lonergan","Manchester by the Sea","tt4034228","137 min"
2017,2018,90,"ACTOR IN A LEADING ROLE","Gary Oldman","Darkest Hour","tt4555426","125 min"
2017,2018,90,"ACTOR IN A SUPPORTING ROLE","Sam Rockwell","Three Billboards Outside Ebbing, Missouri","tt5027774","115 min"
2017,2018,90,"ACTRESS IN A LEADING ROLE","Frances McDormand","Three Billboards Outside Ebbing, Missouri","tt5027774","115 min"
2017,2018,90,"ACTRESS IN A SUPPORTING ROLE","Allison Janney","I, Tonya","tt5580036","119 min"
2017,2018,90,"ANIMATED FEATURE FILM","Lee Unkrich and Darla K. Anderson","Coco","tt2380307","105 min"
2017,2018,90,"BEST PICTURE","Guillermo del Toro and J. Miles Dale, Producers","The Shape of Water","tt5580390","123 min"
2017,2018,90,"CINEMATOGRAPHY","Roger A. Deakins","Blade Runner 2049","tt1856101","164 min"
2017,2018,90,"COSTUME DESIGN","Mark Bridges","Phantom Thread","tt5776858","130 min"
2017,2018,90,"DIRECTING","Guillermo del Toro","The Shape of Water","tt5580390","123 min"
2017,2018,90,"DOCUMENTARY (Feature)","Bryan Fogel and Dan Cogan","Icarus","tt6333060","120 min"
2016,2018,90,"DOCUMENTARY (Short Subject)","Frank Stiefel","Heaven is a Traffic Jam on the 405","tt5095260","40 min"
2017,2018,90,"FILM EDITING","Lee Smith","Dunkirk","tt5013056","106 min"
2017,2018,90,"FOREIGN LANGUAGE FILM","Chile","A Fantastic Woman","tt5639354","104 min"
2017,2018,90,"MAKEUP AND HAIRSTYLING","Kazuhiro Tsuji, David Malinowski and Lucy Sibbick","Darkest Hour","tt4555426","125 min"
2017,2018,90,"MUSIC (Original Score)","Alexandre Desplat","The Shape of Water","tt5580390","123 min"
2017,2018,90,"MUSIC (Original Song)","Music and Lyric by Kristen Anderson-Lopez and Robert Lopez","Coco","tt2380307","105 min"
2017,2018,90,"PRODUCTION DESIGN","Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin","The Shape of Water","tt5580390","123 min"
2017,2018,90,"SHORT FILM (Animated)","Glen Keane and Kobe Bryant","Dear Basketball","tt6794476","6 min"
2017,2018,90,"SHORT FILM (Live Action)","Chris Overton and Rachel Shenton","The Silent Child","tt6186970","20 min"
2017,2018,90,"SOUND EDITING","Richard King and Alex Gibson","Dunkirk","tt5013056","106 min"
2017,2018,90,"SOUND MIXING","Gregg Landaker, Gary A. Rizzo and Mark Weingarten","Dunkirk","tt5013056","106 min"
2017,2018,90,"VISUAL EFFECTS","John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover","Blade Runner 2049","tt1856101","164 min"
2017,2018,90,"WRITING (Adapted Screenplay)","Screenplay by James Ivory","Call Me by Your Name","tt5726616","132 min"
2017,2018,90,"WRITING (Original Screenplay)","Written by Jordan Peele","Get Out","tt5052448","104 min"
2018,2019,91,"ACTOR IN A LEADING ROLE","Rami Malek","Bohemian Rhapsody","tt1727824","134 min"
2018,2019,91,"ACTOR IN A SUPPORTING ROLE","Mahershala Ali","Green Book","tt6966692","130 min"
2018,2019,91,"ACTRESS IN A LEADING ROLE","Olivia Colman","The Favourite","tt5083738","119 min"
2018,2019,91,"ACTRESS IN A SUPPORTING ROLE","Regina King","If Beale Street Could Talk","tt7125860","119 min"
2018,2019,91,"ANIMATED FEATURE FILM","Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller","Spider-Man: Into the Spider-Verse","tt4633694","117 min"
2018,2019,91,"BEST PICTURE","Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers","Green Book","tt6966692","130 min"
2018,2019,91,"CINEMATOGRAPHY","Alfonso Cuarón","Roma","tt6155172","135 min"
2018,2019,91,"COSTUME DESIGN","Ruth Carter","Black Panther","tt1825683","134 min"
2018,2019,91,"DIRECTING","Alfonso Cuarón","Roma","tt6155172","135 min"
2018,2019,91,"DOCUMENTARY (Feature)","Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill","Free Solo","tt7775622","100 min"
2018,2019,91,"DOCUMENTARY (Short Subject)","Rayka Zehtabchi and Melissa Berton","Period. End of Sentence.","tt6939026","26 min"
2018,2019,91,"FILM EDITING","John Ottman","Bohemian Rhapsody","tt1727824","134 min"
2018,2019,91,"FOREIGN LANGUAGE FILM","Mexico","Roma","tt6155172","135 min"
2018,2019,91,"MAKEUP AND HAIRSTYLING","Greg Cannom, Kate Biscoe and Patricia Dehaney","Vice","tt6266538","132 min"
2018,2019,91,"MUSIC (Original Score)","Ludwig Goransson","Black Panther","tt1825683","134 min"
2018,2019,91,"MUSIC (Original Song)","Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt","A Star Is Born","tt1517451","136 min"
2018,2019,91,"PRODUCTION DESIGN","Production Design: Hannah Beachler; Set Decoration: Jay Hart","Black Panther","tt1825683","134 min"
2018,2019,91,"SHORT FILM (Animated)","Domee Shi and Becky Neiman-Cobb","Bao","tt8075496","8 min"
2018,2019,91,"SHORT FILM (Live Action)","Guy Nattiv and Jaime Ray Newman","Skin","tt7332306","21 min"
2018,2019,91,"SOUND EDITING","John Warhurst and Nina Hartstone","Bohemian Rhapsody","tt1727824","134 min"
2018,2019,91,"SOUND MIXING","Paul Massey, Tim Cavagin and John Casali","Bohemian Rhapsody","tt1727824","134 min"
2018,2019,91,"VISUAL EFFECTS","Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm","First Man","tt1213641","141 min"
2018,2019,91,"WRITING (Adapted Screenplay)","Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee","BlacKkKlansman","tt7349662","135 min"
2018,2019,91,"WRITING (Original Screenplay)","Written by Nick Vallelonga, Brian Currie, Peter Farrelly","Green Book","tt6966692","130 min"
2019,2020,92,"ACTOR IN A LEADING ROLE","Joaquin Phoenix","Joker","tt7286456","122 min"
2019,2020,92,"ACTOR IN A SUPPORTING ROLE","Brad Pitt","Once Upon a Time... In Hollywood","tt7131622","161 min"
2019,2020,92,"ACTRESS IN A LEADING ROLE","Renée Zellweger","Judy","tt7549996","118 min"
2019,2020,92,"ACTRESS IN A SUPPORTING ROLE","Laura Dern","Marriage Story","tt7653254","137 min"
2019,2020,92,"ANIMATED FEATURE FILM","Josh Cooley, Mark Nielsen and Jonas Rivera","Toy Story 4","tt1979376","100 min"
2019,2020,92,"BEST PICTURE","Kwak Sin Ae and Bong Joon Ho, Producers","Parasite","tt6751668","132 min"
2019,2020,92,"CINEMATOGRAPHY","Roger Deakins","1917","tt8579674","119 min"
2019,2020,92,"COSTUME DESIGN","Jacqueline Durran","Little Women","tt3281548","135 min"
2019,2020,92,"DIRECTING","Bong Joon Ho","Parasite","tt6751668","132 min"
2019,2020,92,"DOCUMENTARY (Feature)","Steven Bognar, Julia Reichert and Jeff Reichert","American Factory","tt9351980","110 min"
2019,2020,92,"DOCUMENTARY (Short Subject)","Carol Dysinger and Elena Andreicheva","Learning to Skateboard in a Warzone (If You're a Girl)","tt10397932","39 min"
2019,2020,92,"FILM EDITING","Michael McCusker and Andrew Buckland","Ford v Ferrari","tt1950186","152 min"
2019,2020,92,"INTERNATIONAL FEATURE FILM","South Korea","Parasite","tt6751668","132 min"
2019,2020,92,"MAKEUP AND HAIRSTYLING","Kazu Hiro, Anne Morgan and Vivian Baker","Bombshell","tt6394270","109 min"
2019,2020,92,"MUSIC (Original Score)","Hildur Guðnadóttir","Joker","tt7286456","122 min"
2019,2020,92,"MUSIC (Original Song)","Music by Elton John; Lyric by Bernie Taupin","Rocketman","tt2066051","121 min"
2019,2020,92,"PRODUCTION DESIGN","Production Design: Barbara Ling; Set Decoration: Nancy Haigh","Once Upon a Time... In Hollywood","tt7131622","161 min"
2019,2020,92,"SHORT FILM (Animated)","Matthew A. Cherry and Karen Rupert Toliver","Hair Love","tt7129636","7 min"
2019,2020,92,"SHORT FILM (Live Action)","Marshall Curry","The Neighbors' Window","tt8163822","21 min"
2019,2020,92,"SOUND EDITING","Donald Sylvester","Ford v Ferrari","tt1950186","152 min"
2019,2020,92,"SOUND MIXING","Mark Taylor and Stuart Wilson","1917","tt8579674","119 min"
2019,2020,92,"VISUAL EFFECTS","Guillaume Rocheron, Greg Butler and Dominic Tuohy","1917","tt8579674","119 min"
2019,2020,92,"WRITING (Adapted Screenplay)","Screenplay by Taika Waititi","Jojo Rabbit","tt2584384","108 min"
2019,2020,92,"WRITING (Original Screenplay)","Screenplay by Bong Joon Ho, Han Jin Won; Story by Bong Joon Ho","Parasite","tt6751668","132 min"
2020,2021,93,"ACTOR IN A LEADING ROLE","Anthony Hopkins","The Father","tt10272386","97 min"
2020,2021,93,"ACTOR IN A SUPPORTING ROLE","Frances McDormand","Nomadland","tt9770150","107 min"
2021,2021,93,"ACTRESS IN A LEADING ROLE","Daniel Kaluuya","Judas and the Black Messiah","tt9784798","126 min"
2020,2021,93,"ACTRESS IN A SUPPORTING ROLE","Yuh-Jung Youn","Minari","tt10633456","115 min"
2020,2021,93,"ANIMATED FEATURE FILM","Pete Docter, Dana Murray","Soul","tt2948372","100 min"
