"ItemYear","year_ceremony","ceremony","Award","AwardRecipient","ItemTitle","IMDBid","ItemRuntime"
1976,1977,49,"SHORT FILM (Animated)","Suzanne Baker, Producer","Leisure","tt0074787","14 min"
1976,1977,49,"SHORT FILM (Live Action)","Andre Guttfreund and Peter Werner, Producers","In the Region of Ice","tt0074675","37 min"
1976,1977,49,"SOUND","Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb","All the President's Men","tt0074119","138 min"
1976,1977,49,"WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced)","Paddy Chayefsky","Network","tt0074958","121 min"
1976,1977,49,"WRITING (Screenplay--based on material from another medium)","William Goldman","All the President's Men","tt0074119","138 min"
1977,1978,50,"ACTOR IN A LEADING ROLE","Richard Dreyfuss","The Goodbye Girl","tt0076095","111 min"
1977,1978,50,"ACTOR IN A SUPPORTING ROLE","Jason Robards","Julia","tt0076245","117 min"
1977,1978,50,"ACTRESS IN A LEADING ROLE","Diane Keaton","Annie Hall","tt0075686","93 min"
1977,1978,50,"ACTRESS IN A SUPPORTING ROLE","Vanessa Redgrave","Julia","tt0076245","117 min"
1977,1978,50,"ART DIRECTION","Art Direction:  John Barry, Norman Reynolds, Leslie Dilley;  Set Decoration:  Roger Christian","Star Wars: Episode IV - A New Hope","tt0076759","121 min"
1977,1978,50,"BEST PICTURE","Charles H. Joffe, Producer","Annie Hall","tt0075686","93 min"
1977,1978,50,"CINEMATOGRAPHY","Vilmos Zsigmond","Close Encounters of the Third Kind","tt0075860","138 min"
1977,1978,50,"COSTUME DESIGN","John Mollo","Star Wars: Episode IV - A New Hope","tt0076759","121 min"
1977,1978,50,"DIRECTING","Woody Allen","Annie Hall","tt0075686","93 min"
1977,1978,50,"DOCUMENTARY (Feature)","John Korty, Dan McCann and Warren L. Lockhart, Producers","Who Are the DeBolts? and Where Did They Get Nineteen Kids?","tt0076918","72 min"
1977,1978,50,"DOCUMENTARY (Short Subject)","John Joseph and Jan Stussy, Producers","Gravity Is My Enemy","tt0076105","26 min"
1977,1978,50,"FILM EDITING","Paul Hirsch, Marcia Lucas, Richard Chew","Star Wars: Episode IV - A New Hope","tt0076759","121 min"
1977,1978,50,"FOREIGN LANGUAGE FILM","France","Madame Rosa","tt0076348","105 min"
1977,1978,50,"MUSIC (Original Score)","John Williams","Star Wars: Episode IV - A New Hope","tt0076759","121 min"
1977,1978,50,"MUSIC (Original Song Score and Its Adaptation or Adaptation Score)","Adaptation Score by Jonathan Tunick","A Little Night Music","tt0076319","124 min"
1977,1978,50,"MUSIC (Original Song)","Music and Lyrics by Joseph Brooks","You Light Up My Life","tt0076941","90 min"
1977,1978,50,"SHORT FILM (Animated)","Co Hoedeman, Producer","Le château de sable","tt0075847","13 min"
1977,1978,50,"SHORT FILM (Live Action)","Beverly Shaffer and Yuki Yoshida, Producers","I'll Find a Way","tt0076173","26 min"
1977,1978,50,"SOUND","Don MacDougall, Ray West, Bob Minkler, Derek Ball","Star Wars: Episode IV - A New Hope","tt0076759","121 min"
1977,1978,50,"VISUAL EFFECTS","John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack","Star Wars: Episode IV - A New Hope","tt0076759","121 min"
1977,1978,50,"WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced)","Woody Allen, Marshall Brickman","Annie Hall","tt0075686","93 min"
1977,1978,50,"WRITING (Screenplay--based on material from another medium)","Alvin Sargent","Julia","tt0076245","117 min"
1978,1979,51,"ACTOR IN A LEADING ROLE","Jon Voight","Coming Home","tt0077362","127 min"
1978,1979,51,"ACTOR IN A SUPPORTING ROLE","Christopher Walken","The Deer Hunter","tt0077416","183 min"
1978,1979,51,"ACTRESS IN A LEADING ROLE","Jane Fonda","Coming Home","tt0077362","127 min"
1978,1979,51,"ACTRESS IN A SUPPORTING ROLE","Maggie Smith","California Suite","tt0077289","103 min"
1978,1979,51,"ART DIRECTION","Art Direction:  Paul Sylbert, Edwin O'Donovan;  Set Decoration:  George Gaines","Heaven Can Wait","tt0077663","101 min"
1978,1979,51,"BEST PICTURE","Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers","The Deer Hunter","tt0077416","183 min"
1978,1979,51,"CINEMATOGRAPHY","Nestor Almendros","Days of Heaven","tt0077405","94 min"
1978,1979,51,"COSTUME DESIGN","Anthony Powell","Death on the Nile","tt0077413","140 min"
1978,1979,51,"DIRECTING","Michael Cimino","The Deer Hunter","tt0077416","183 min"
1978,1979,51,"DOCUMENTARY (Feature)","Arnold Shapiro, Producer","Scared Straight!","tt0078205","96 min"
1978,1979,51,"DOCUMENTARY (Short Subject)","Jacqueline Phillips Shedd and Ben Shedd, Producers","The Flight of the Gossamer Condor","tt0077564","27 min"
1978,1979,51,"FILM EDITING","Peter Zinner","The Deer Hunter","tt0077416","183 min"
1978,1979,51,"FOREIGN LANGUAGE FILM","France","Get Out Your Handkerchiefs","tt0078122","108 min"
1978,1979,51,"MUSIC (Adaptation Score)","Joe Renzetti","The Buddy Holly Story","tt0077280","114 min"
1978,1979,51,"MUSIC (Original Score)","Giorgio Moroder","Midnight Express","tt0077928","121 min"
1978,1979,51,"MUSIC (Original Song)","Music and Lyrics by Paul Jabara","Thank God It's Friday","tt0078382","89 min"
1978,1979,51,"SHORT FILM (Animated)","Eunice Macaulay and John Weldon, Producers","Special Delivery","tt0206312","7 min"
1978,1979,51,"SHORT FILM (Live Action)","Taylor Hackford, Producer","Teenage Father","tt0078372","25 min"
1978,1979,51,"SOUND","Richard Portman, William McCaughey, Aaron Rochin, Darin Knight","The Deer Hunter","tt0077416","183 min"
1978,1979,51,"WRITING (Screenplay Based on Material from Another Medium)","Oliver Stone","Midnight Express","tt0077928","121 min"
1978,1979,51,"WRITING (Screenplay Written Directly for the Screen)","Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones","Coming Home","tt0077362","127 min"
1979,1980,52,"ACTOR IN A LEADING ROLE","Dustin Hoffman","Kramer vs. Kramer","tt0079417","105 min"
1979,1980,52,"ACTOR IN A SUPPORTING ROLE","Melvyn Douglas","Being There","tt0078841","130 min"
1979,1980,52,"ACTRESS IN A LEADING ROLE","Sally Field","Norma Rae","tt0079638","114 min"
1979,1980,52,"ACTRESS IN A SUPPORTING ROLE","Meryl Streep","Kramer vs. Kramer","tt0079417","105 min"
1979,1980,52,"ART DIRECTION","Art Direction:  Philip Rosenberg, Tony Walton;  Set Decoration:  Edward Stewart, Gary Brink","All That Jazz","tt0078754","123 min"
1979,1980,52,"BEST PICTURE","Stanley R. Jaffe, Producer","Kramer vs. Kramer","tt0079417","105 min"
1979,1980,52,"CINEMATOGRAPHY","Vittorio Storaro","Apocalypse Now","tt0078788","147 min"
1979,1980,52,"COSTUME DESIGN","Albert Wolsky","All That Jazz","tt0078754","123 min"
1979,1980,52,"DIRECTING","Robert Benton","Kramer vs. Kramer","tt0079417","105 min"
1979,1980,52,"DOCUMENTARY (Feature)","Ira Wohl, Producer","Best Boy","tt0078850","111 min"
1979,1980,52,"DOCUMENTARY (Short Subject)","Saul J. Turell, Producer","Paul Robeson: Tribute to an Artist","tt0079704","30 min"
1979,1980,52,"FILM EDITING","Alan Heim","All That Jazz","tt0078754","123 min"
1979,1980,52,"FOREIGN LANGUAGE FILM","Federal Republic of Germany","The Tin Drum","tt0078875","142 min"
1979,1980,52,"MUSIC (Original Score)","Georges Delerue","A Little Romance","tt0079477","110 min"
1979,1980,52,"MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)","Adaptation Score by Ralph Burns","All That Jazz","tt0078754","123 min"
1979,1980,52,"MUSIC (Original Song)","Music by David Shire; Lyric by Norman Gimbel","Norma Rae","tt0079638","114 min"
1979,1980,52,"SHORT FILM (Animated)","Derek Lamb, Producer","Every Child","tt0079126","6 min"
1980,1980,52,"SHORT FILM (Live Action)","Sarah Pillsbury and Ron Ellis, Producers","Board and Care","tt0078885","27 min"
1979,1980,52,"SOUND","Walter Murch, Mark Berger, Richard Beggs, Nat Boxer","Apocalypse Now","tt0078788","147 min"
1979,1980,52,"VISUAL EFFECTS","H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling","Alien","tt0078748","117 min"
1979,1980,52,"WRITING (Screenplay Based on Material from Another Medium)","Robert Benton","Kramer vs. Kramer","tt0079417","105 min"
1979,1980,52,"WRITING (Screenplay Written Directly for the Screen)","Steve Tesich","Breaking Away","tt0078902","101 min"
1980,1981,53,"ACTOR IN A LEADING ROLE","Robert De Niro","Raging Bull","tt0081398","129 min"
1980,1981,53,"ACTOR IN A SUPPORTING ROLE","Timothy Hutton","Ordinary People","tt0081283","124 min"
1980,1981,53,"ACTRESS IN A LEADING ROLE","Sissy Spacek","Coal Miner's Daughter","tt0080549","124 min"
1980,1981,53,"ACTRESS IN A SUPPORTING ROLE","Mary Steenburgen","Melvin and Howard","tt0081150","95 min"
1979,1981,53,"ART DIRECTION","Art Direction:  Pierre Guffroy, Jack Stephens","Tess","tt0080009","186 min"
1980,1981,53,"BEST PICTURE","Ronald L. Schwary, Producer","Ordinary People","tt0081283","124 min"
1979,1981,53,"CINEMATOGRAPHY","Geoffrey Unsworth, Ghislain Cloquet","Tess","tt0080009","186 min"
1979,1981,53,"COSTUME DESIGN","Anthony Powell","Tess","tt0080009","186 min"
1980,1981,53,"DIRECTING","Robert Redford","Ordinary People","tt0081283","124 min"
1979,1981,53,"DOCUMENTARY (Feature)","Murray Lerner, Producer","From Mao to Mozart: Isaac Stern in China","tt0080762","84 min"
1980,1981,53,"DOCUMENTARY (Short Subject)","Roland Hallé and Peter W. Ladue, Producers","Karl Hess: Toward Liberty","tt0080987","26 min"
1980,1981,53,"FILM EDITING","Thelma Schoonmaker","Raging Bull","tt0081398","129 min"
1980,1981,53,"FOREIGN LANGUAGE FILM","Union of Soviet Socialist Republics","Moscow Does Not Believe in Tears","tt0079579","150 min"
1980,1981,53,"MUSIC (Original Score)","Michael Gore","Fame","tt0080716","134 min"
1980,1981,53,"MUSIC (Original Song)","Music by Michael Gore; Lyric by Dean Pitchford","Fame","tt0080716","134 min"
1980,1981,53,"SHORT FILM (Animated)","Ferenc Rofusz, Producer","A légy","tt0081040","3 min"
1981,1981,53,"SHORT FILM (Dramatic Live Action)","Lloyd Phillips, Producer","The Dollar Bottom","tt0080643","33 min"
1980,1981,53,"SOUND","Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton","Star Wars: Episode V - The Empire Strikes Back","tt0080684","124 min"
1980,1981,53,"WRITING (Screenplay Based on Material from Another Medium)","Alvin Sargent","Ordinary People","tt0081283","124 min"
1980,1981,53,"WRITING (Screenplay Written Directly for the Screen)","Bo Goldman","Melvin and Howard","tt0081150","95 min"
1981,1982,54,"ACTOR IN A LEADING ROLE","Henry Fonda","On Golden Pond","tt0082846","109 min"
1981,1982,54,"ACTOR IN A SUPPORTING ROLE","John Gielgud","Arthur","tt0082031","97 min"
1981,1982,54,"ACTRESS IN A LEADING ROLE","Katharine Hepburn","On Golden Pond","tt0082846","109 min"
1981,1982,54,"ACTRESS IN A SUPPORTING ROLE","Maureen Stapleton","Reds","tt0082979","195 min"
1981,1982,54,"ART DIRECTION","Art Direction:  Norman Reynolds, Leslie Dilley;  Set Decoration:  Michael Ford","Indiana Jones and the Raiders of the Lost Ark","tt0082971","115 min"
1981,1982,54,"BEST PICTURE","David Puttnam, Producer","Chariots of Fire","tt0082158","125 min"
1981,1982,54,"CINEMATOGRAPHY","Vittorio Storaro","Reds","tt0082979","195 min"
1981,1982,54,"COSTUME DESIGN","Milena Canonero","Chariots of Fire","tt0082158","125 min"
1981,1982,54,"DIRECTING","Warren Beatty","Reds","tt0082979","195 min"
1982,1982,54,"DOCUMENTARY (Feature)","Arnold Schwartzman and Rabbi Marvin Hier, Producers","Genocide","tt0082443","90 min"
1981,1982,54,"DOCUMENTARY (Short Subject)","Nigel Noble, Producer","Close Harmony","tt0082187","30 min"
1981,1982,54,"FILM EDITING","Michael Kahn","Indiana Jones and the Raiders of the Lost Ark","tt0082971","115 min"
1981,1982,54,"FOREIGN LANGUAGE FILM","Hungary","Mephisto","tt0082736","144 min"
1981,1982,54,"MAKEUP","Rick Baker","An American Werewolf in London","tt0082010","97 min"
1981,1982,54,"MUSIC (Original Score)","Vangelis","Chariots of Fire","tt0082158","125 min"
1981,1982,54,"MUSIC (Original Song)","Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen","Arthur","tt0082031","97 min"
1980,1982,54,"SHORT FILM (Animated)","Frédéric Back, Producer","Crac","tt0082209","15 min"
1982,1982,54,"SHORT FILM (Live Action)","Paul Kemp and Shelley Levinson, Producers","Violet","tt0083293","31 min"
1981,1982,54,"SOUND","Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman","Indiana Jones and the Raiders of the Lost Ark","tt0082971","115 min"
1981,1982,54,"VISUAL EFFECTS","Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston","Indiana Jones and the Raiders of the Lost Ark","tt0082971","115 min"
1981,1982,54,"WRITING (Screenplay Based on Material from Another Medium)","Ernest Thompson","On Golden Pond","tt0082846","109 min"
1981,1982,54,"WRITING (Screenplay Written Directly for the Screen)","Colin Welland","Chariots of Fire","tt0082158","125 min"
1982,1983,55,"ACTOR IN A LEADING ROLE","Ben Kingsley","Gandhi","tt0083987","191 min"
1982,1983,55,"ACTOR IN A SUPPORTING ROLE","Louis Gossett, Jr.","An Officer and a Gentleman","tt0084434","124 min"
1982,1983,55,"ACTRESS IN A LEADING ROLE","Meryl Streep","Sophie's Choice","tt0084707","150 min"
1982,1983,55,"ACTRESS IN A SUPPORTING ROLE","Jessica Lange","Tootsie","tt0084805","116 min"
1982,1983,55,"ART DIRECTION","Art Direction:  Stuart Craig, Bob Laing;  Set Decoration:  Michael Seirton","Gandhi","tt0083987","191 min"
1982,1983,55,"BEST PICTURE","Richard Attenborough, Producer","Gandhi","tt0083987","191 min"
1982,1983,55,"CINEMATOGRAPHY","Billy Williams, Ronnie Taylor","Gandhi","tt0083987","191 min"
1982,1983,55,"COSTUME DESIGN","John Mollo, Bhanu Athaiya","Gandhi","tt0083987","191 min"
1982,1983,55,"DIRECTING","Richard Attenborough","Gandhi","tt0083987","191 min"
1976,1983,55,"DOCUMENTARY (Feature)","John Zaritsky, Producer","The Fifth Estate","tt0169446","60 min"
1982,1983,55,"DOCUMENTARY (Short Subject)","Edward Le Lorrain and Terri Nash, Producers","If You Love This Planet","tt0084118","26 min"
1982,1983,55,"FILM EDITING","John Bloom","Gandhi","tt0083987","191 min"
1982,1983,55,"FOREIGN LANGUAGE FILM","Spain","Volver a empezar","tt0084874","87 min"
1981,1983,55,"MAKEUP","Sarah Monzani, Michèle Burke","Quest for Fire","tt0082484","100 min"
1982,1983,55,"MUSIC (Original Score)","John Williams","E.T. the Extra-Terrestrial","tt0083866","115 min"
1982,1983,55,"MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)","Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini","Victor Victoria","tt0084865","134 min"
1982,1983,55,"MUSIC (Original Song)","Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings","An Officer and a Gentleman","tt0084434","124 min"
1981,1983,55,"SHORT FILM (Animated)","Zbigniew Rybczynski, Producer","Tango","tt0084764","8 min"
1982,1983,55,"SHORT FILM (Live Action)","Christine Oestreicher, Producer","A Shocking Accident","tt0084672","25 min"
1982,1983,55,"SOUND","Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa","E.T. the Extra-Terrestrial","tt0083866","115 min"
1982,1983,55,"SOUND EFFECTS EDITING","Charles L. Campbell, Ben Burtt","E.T. the Extra-Terrestrial","tt0083866","115 min"
1982,1983,55,"VISUAL EFFECTS","Carlo Rambaldi, Dennis Muren, Kenneth F. Smith","E.T. the Extra-Terrestrial","tt0083866","115 min"
1982,1983,55,"WRITING (Screenplay Based on Material from Another Medium)","Costa-Gavras, Donald Stewart","Missing","tt0084335","122 min"
1982,1983,55,"WRITING (Screenplay Written Directly for the Screen)","John Briley","Gandhi","tt0083987","191 min"
1983,1984,56,"ACTOR IN A LEADING ROLE","Robert Duvall","Tender Mercies","tt0086423","92 min"
1983,1984,56,"ACTOR IN A SUPPORTING ROLE","Jack Nicholson","Terms of Endearment","tt0086425","132 min"
1983,1984,56,"ACTRESS IN A LEADING ROLE","Shirley MacLaine","Terms of Endearment","tt0086425","132 min"
1982,1984,56,"ACTRESS IN A SUPPORTING ROLE","Linda Hunt","The Year of Living Dangerously","tt0086617","115 min"
1982,1984,56,"ART DIRECTION","Anna Asp","Fanny and Alexander","tt0083922","188 min"
1983,1984,56,"BEST PICTURE","James L. Brooks, Producer","Terms of Endearment","tt0086425","132 min"
1982,1984,56,"CINEMATOGRAPHY","Sven Nykvist","Fanny and Alexander","tt0083922","188 min"
1982,1984,56,"COSTUME DESIGN","Marik Vos","Fanny and Alexander","tt0083922","188 min"
1983,1984,56,"DIRECTING","James L. Brooks","Terms of Endearment","tt0086425","132 min"
1983,1984,56,"DOCUMENTARY (Feature)","Emile Ardolino, Producer","He Makes Me Feel Like Dancin'","tt0085655","51 min"
1983,1984,56,"DOCUMENTARY (Short Subject)","Cynthia Scott and Adam Symansky, Producers","Flamenco at 5:15","tt0085548","29 min"
1983,1984,56,"FILM EDITING","Glenn Farr, Lisa Fruchtman, Stephen A. Rotter, Douglas Stewart, Tom Rolf","The Right Stuff","tt0086197","193 min"
1982,1984,56,"FOREIGN LANGUAGE FILM","Sweden","Fanny and Alexander","tt0083922","188 min"
1983,1984,56,"MUSIC (Original Score)","Bill Conti","The Right Stuff","tt0086197","193 min"
1983,1984,56,"MUSIC (Original Song Score or Adaptation Score)","Song Score by Michel Legrand, Alan Bergman and Marilyn Bergman","Yentl","tt0086619","133 min"
1983,1984,56,"MUSIC (Original Song)","Music by Giorgio Moroder; Lyric by Keith Forsey and Irene Cara","Flashdance","tt0085549","95 min"
1983,1984,56,"SHORT FILM (Animated)","Jimmy Picker, Producer","Sundae in New York","tt0086388","4 min"
1983,1984,56,"SHORT FILM (Live Action)","Janice L. Platt, Producer","Boys and Girls","tt0083688","22 min"
1983,1984,56,"SOUND","Mark Berger, Tom Scott, Randy Thom, David MacMillan","The Right Stuff","tt0086197","193 min"
1983,1984,56,"SOUND EFFECTS EDITING","Jay Boekelheide","The Right Stuff","tt0086197","193 min"
1983,1984,56,"WRITING (Screenplay Based on Material from Another Medium)","James L. Brooks","Terms of Endearment","tt0086425","132 min"
1983,1984,56,"WRITING (Screenplay Written Directly for the Screen)","Horton Foote","Tender Mercies","tt0086423","92 min"
1984,1985,57,"ACTOR IN A LEADING ROLE","F. Murray Abraham","Amadeus","tt0086879","160 min"
1984,1985,57,"ACTOR IN A SUPPORTING ROLE","Haing S. Ngor","The Killing Fields","tt0087553","141 min"
1984,1985,57,"ACTRESS IN A LEADING ROLE","Sally Field","Places in the Heart","tt0087921","111 min"
1984,1985,57,"ACTRESS IN A SUPPORTING ROLE","Peggy Ashcroft","A Passage to India","tt0087892","164 min"
1984,1985,57,"ART DIRECTION","Art Direction:  Patrizia Von Brandenstein;  Set Decoration:  Karel Cerny","Amadeus","tt0086879","160 min"
1984,1985,57,"BEST PICTURE","Saul Zaentz, Producer","Amadeus","tt0086879","160 min"
1984,1985,57,"CINEMATOGRAPHY","Chris Menges","The Killing Fields","tt0087553","141 min"
1984,1985,57,"COSTUME DESIGN","Theodor Pistek","Amadeus","tt0086879","160 min"
1984,1985,57,"DIRECTING","Milos Forman","Amadeus","tt0086879","160 min"
1984,1985,57,"DOCUMENTARY (Feature)","Robert Epstein and Richard Schmiechen, Producers","The Times of Harvey Milk","tt0088275","90 min"
1984,1985,57,"DOCUMENTARY (Short Subject)","Marjorie Hunt and Paul Wagner, Producers","The Stone Carvers","tt0088177","30 min"
1984,1985,57,"FILM EDITING","Jim Clark","The Killing Fields","tt0087553","141 min"
1984,1985,57,"FOREIGN LANGUAGE FILM","Switzerland","Dangerous Moves","tt0087144","100 min"
1984,1985,57,"MAKEUP","Paul LeBlanc, Dick Smith","Amadeus","tt0086879","160 min"
1984,1985,57,"MUSIC (Original Score)","Maurice Jarre","A Passage to India","tt0087892","164 min"
1984,1985,57,"MUSIC (Original Song Score)","Prince","Purple Rain","tt0087957","111 min"
1984,1985,57,"MUSIC (Original Song)","Music and Lyric by Stevie Wonder","The Woman in Red","tt0088414","87 min"
1984,1985,57,"SHORT FILM (Animated)","Jon Minnis, Producer","Charade","tt0087040","5 min"
1985,1985,57,"SHORT FILM (Live Action)","Mike Hoover, Producer","Up","tt0088332","14 min"
1984,1985,57,"SOUND","Mark Berger, Tom Scott, Todd Boekelheide, Chris Newman","Amadeus","tt0086879","160 min"
1984,1985,57,"VISUAL EFFECTS","Dennis Muren, Michael McAlister, Lorne Peterson, George Gibbs","Indiana Jones and the Temple of Doom","tt0087469","118 min"
1984,1985,57,"WRITING (Screenplay Based on Material from Another Medium)","Peter Shaffer","Amadeus","tt0086879","160 min"
1984,1985,57,"WRITING (Screenplay Written Directly for the Screen)","Robert Benton","Places in the Heart","tt0087921","111 min"
1985,1986,58,"ACTOR IN A LEADING ROLE","William Hurt","Kiss of the Spider Woman","tt0089424","120 min"
1985,1986,58,"ACTOR IN A SUPPORTING ROLE","Don Ameche","Cocoon","tt0088933","117 min"
1985,1986,58,"ACTRESS IN A LEADING ROLE","Geraldine Page","The Trip to Bountiful","tt0090203","108 min"
1985,1986,58,"ACTRESS IN A SUPPORTING ROLE","Anjelica Huston","Prizzi's Honor","tt0089841","130 min"
1985,1986,58,"ART DIRECTION","Art Direction:  Stephen Grimes;  Set Decoration:  Josie MacAvin","Out of Africa","tt0089755","161 min"
1985,1986,58,"BEST PICTURE","Sydney Pollack, Producer","Out of Africa","tt0089755","161 min"
1985,1986,58,"CINEMATOGRAPHY","David Watkin","Out of Africa","tt0089755","161 min"
1985,1986,58,"COSTUME DESIGN","Emi Wada","Ran","tt0089881","162 min"
1985,1986,58,"DIRECTING","Sydney Pollack","Out of Africa","tt0089755","161 min"
1985,1986,58,"DOCUMENTARY (Feature)","Maria Florio and Victoria Mudd, Producers","Broken Rainbow","tt0088857","70 min"
1985,1986,58,"DOCUMENTARY (Short Subject)","David Goodman, Producer","Witness to War: Dr. Charlie Clements","tt0090330","29 min"
1985,1986,58,"FILM EDITING","Thom Noble","Witness","tt0090329","112 min"
1985,1986,58,"FOREIGN LANGUAGE FILM","Argentina","The Official Story","tt0089276","112 min"
1985,1986,58,"MAKEUP","Michael Westmore, Zoltan Elek","Mask","tt0089560","120 min"
1985,1986,58,"MUSIC (Original Score)","John Barry","Out of Africa","tt0089755","161 min"
1985,1986,58,"MUSIC (Original Song)","Music and Lyric by Lionel Richie","White Nights","tt0090319","136 min"
1984,1986,58,"SHORT FILM (Animated)","Cilia Van Dijk, Producer","Anna & Bella","tt0088725","8 min"
1987,1986,58,"SHORT FILM (Live Action)","Jeff Brown and Chris Pelzer, Producers","Molly's Pilgrim","tt0089612","24 min"
1985,1986,58,"SOUND","Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford","Out of Africa","tt0089755","161 min"
1985,1986,58,"SOUND EFFECTS EDITING","Charles L. Campbell, Robert Rutledge","Back to the Future","tt0088763","116 min"
1985,1986,58,"VISUAL EFFECTS","Ken Ralston, Ralph McQuarrie, Scott Farrar, David Berry","Cocoon","tt0088933","117 min"
1985,1986,58,"WRITING (Screenplay Based on Material from Another Medium)","Kurt Luedtke","Out of Africa","tt0089755","161 min"
1985,1986,58,"WRITING (Screenplay Written Directly for the Screen)","Screenplay by Earl W. Wallace, William Kelley;  Story by William Kelley, Pamela Wallace, Earl W. Wallace","Witness","tt0090329","112 min"
1986,1987,59,"ACTOR IN A LEADING ROLE","Paul Newman","The Color of Money","tt0090863","119 min"
1986,1987,59,"ACTOR IN A SUPPORTING ROLE","Michael Caine","Hannah and Her Sisters","tt0091167","107 min"
1986,1987,59,"ACTRESS IN A LEADING ROLE","Marlee Matlin","Children of a Lesser God","tt0090830","119 min"
1986,1987,59,"ACTRESS IN A SUPPORTING ROLE","Dianne Wiest","Hannah and Her Sisters","tt0091167","107 min"
1985,1987,59,"ART DIRECTION","Art Direction:  Gianni Quaranta, Brian Ackland-Snow;  Set Decoration:  Brian Savegar, Elio Altamura","A Room with a View","tt0091867","117 min"
1986,1987,59,"BEST PICTURE","Arnold Kopelson, Producer","Platoon","tt0091763","120 min"
1986,1987,59,"CINEMATOGRAPHY","Chris Menges","The Mission","tt0091530","125 min"
1985,1987,59,"COSTUME DESIGN","Jenny Beavan, John Bright","A Room with a View","tt0091867","117 min"
1986,1987,59,"DIRECTING","Oliver Stone","Platoon","tt0091763","120 min"
1985,1987,59,"DOCUMENTARY (Feature)","Brigitte Berman, Producer","Artie Shaw: Time Is All You've Got","tt0088740","114 min"
1986,1987,59,"DOCUMENTARY (Feature)","Joseph Feury and Milton Justice, Producers","Down and Out in America","tt0090965","57 min"
1986,1987,59,"DOCUMENTARY (Short Subject)","Vivienne Verdon-Roe, Producer","Women - for America, for the World","tt0092235","30 min"
1986,1987,59,"FILM EDITING","Claire Simpson","Platoon","tt0091763","120 min"
1986,1987,59,"FOREIGN LANGUAGE FILM","The Netherlands","The Assault","tt0090576","144 min"
1986,1987,59,"MAKEUP","Chris Walas, Stephan Dupuis","The Fly","tt0091064","96 min"
1986,1987,59,"MUSIC (Original Score)","Herbie Hancock","'Round Midnight","tt0090557","133 min"
1986,1987,59,"MUSIC (Original Song)","Music by Giorgio Moroder; Lyric by Tom Whitlock","Top Gun","tt0092099","110 min"
1985,1987,59,"SHORT FILM (Animated)","Linda Van Tulden and Willem Thijssen, Producers","Een griekse tragedie","tt0091152","7 min"
1986,1987,59,"SHORT FILM (Live Action)","Chuck Workman, Producer","Precious Images","tt0091787","8 min"
1986,1987,59,"SOUND","John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye","Platoon","tt0091763","120 min"
1986,1987,59,"SOUND EFFECTS EDITING","Don Sharpe","Aliens","tt0090605","137 min"
1986,1987,59,"VISUAL EFFECTS","Robert Skotak, Stan Winston, John Richardson, Suzanne Benson","Aliens","tt0090605","137 min"
1985,1987,59,"WRITING (Screenplay Based on Material from Another Medium)","Ruth Prawer Jhabvala","A Room with a View","tt0091867","117 min"
1986,1987,59,"WRITING (Screenplay Written Directly for the Screen)","Woody Allen","Hannah and Her Sisters","tt0091167","107 min"
1987,1988,60,"ACTOR IN A LEADING ROLE","Michael Douglas","Wall Street","tt0094291","126 min"
1987,1988,60,"ACTOR IN A SUPPORTING ROLE","Sean Connery","The Untouchables","tt0094226","119 min"
1987,1988,60,"ACTRESS IN A LEADING ROLE","Cher","Moonstruck","tt0093565","102 min"
1987,1988,60,"ACTRESS IN A SUPPORTING ROLE","Olympia Dukakis","Moonstruck","tt0093565","102 min"
1987,1988,60,"ART DIRECTION","Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri","The Last Emperor","tt0093389","163 min"
1987,1988,60,"BEST PICTURE","Jeremy Thomas, Producer","The Last Emperor","tt0093389","163 min"
1987,1988,60,"CINEMATOGRAPHY","Vittorio Storaro","The Last Emperor","tt0093389","163 min"
1987,1988,60,"COSTUME DESIGN","James Acheson","The Last Emperor","tt0093389","163 min"
1987,1988,60,"DIRECTING","Bernardo Bertolucci","The Last Emperor","tt0093389","163 min"
1985,1988,60,"DOCUMENTARY (Feature)","Aviva Slesin, Producer","American Masters","tt0364151","56 min"
1987,1988,60,"DOCUMENTARY (Short Subject)","Sue Marx and Pamela Conn, Producers","Young at Heart","tt0094363","29 min"
